Gene	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	Identity	Fraction	Frameshift events	Best gene	Codons
33723at7898	Single	CM081440.1	97974050	97994237	+	2963	519	0.9265	1.0	0	33723at7898	97974051_97974078_+|97974272_97974369_+|97976822_97976895_+|97976995_97977223_+|97977338_97977436_+|97977525_97977559_+|97977672_97977810_+|97977920_97977984_+|97979221_97979410_+|97979489_97979572_+|97979651_97979740_+|97981334_97981496_+|97981595_97981705_+|97984015_97984076_+|97986592_97986734_+|97991199_97991328_+|97994184_97994237_+
33728at7898	Single	CM081437.1	57396970	57422995	+	3101	590	0.8415	1.0	0	33728at7898_1	57396971_57397096_+|57399733_57399863_+|57403907_57404000_+|57404103_57404162_+|57404253_57404381_+|57404468_57404529_+|57404641_57404707_+|57404809_57404952_+|57405076_57405164_+|57411256_57411318_+|57412373_57412552_+|57412634_57412731_+|57414719_57414791_+|57414931_57415120_+|57415235_57415333_+|57415435_57415534_+|57416933_57417014_+|57422643_57422742_+|57422858_57422995_+
33730at7898	Single	CM081446.1	13188096	13202341	-	2060	545	0.623	1.0	0	33730at7898_3	13202204_13202341_-|13201932_13202036_-|13201268_13201349_-|13201071_13201193_-|13197764_13197896_-|13197602_13197667_-|13197441_13197495_-|13196940_13197019_-|13194106_13194248_-|13193924_13193998_-|13190969_13191137_-|13190676_13190892_-|13190538_13190602_-|13189494_13189612_-|13188268_13188425_-|13188097_13188159_-
33798at7898	Single	CM081436.1	53213781	53237698	-	2323	546	0.7558	0.8522727272727273	0	33798at7898_3	53237614_53237698_-|53231613_53231819_-|53230926_53231128_-|53228858_53228992_-|53226064_53226210_-|53225422_53225557_-|53225197_53225292_-|53221678_53221887_-|53220960_53221039_-|53215989_53216169_-|53215866_53215909_-|53214296_53214330_-|53214127_53214185_-|53213782_53213969_-
33929at7898	Single	CM081438.1	80961781	80983121	-	2333	532	0.6418	1.0	0	33929at7898	80982967_80983121_-|80981911_80982051_-|80980930_80981012_-|80979785_80979892_-|80978292_80978387_-|80977576_80977778_-|80970911_80971090_-|80970236_80970449_-|80969186_80969398_-|80968971_80969092_-|80967658_80967933_-|80967345_80967421_-|80962050_80962150_-|80961782_80961879_-
33985at7898	Single	CM081444.1	72459277	72475119	-	2674	571	0.7939	0.9173669467787114	0	33985at7898_7	72474847_72475119_-|72474597_72474752_-|72474086_72474180_-|72473845_72473950_-|72473552_72473713_-|72469821_72469906_-|72469633_72469730_-|72467516_72467621_-|72464853_72464886_-|72460614_72460750_-|72460372_72460466_-|72460134_72460267_-|72459895_72460042_-|72459562_72459812_-|72459278_72459358_-
34012at7898	Single	CM081451.1	42386414	42416307	-	2368	481	0.7637	1.0	0	34012at7898_9	42416098_42416307_-|42415758_42415831_-|42412367_42412500_-|42412059_42412282_-|42411404_42411486_-|42406934_42407090_-|42406738_42406849_-|42404134_42404228_-|42398991_42399237_-|42398133_42398260_-|42396474_42396502_-|42396251_42396339_-|42393571_42393656_-|42392581_42392645_-|42386415_42386526_-
34019at7898	Single	CM081436.1	109908238	109942874	+	2710	550	0.8418	1.0	0	34019at7898_8	109908239_109908325_+|109910592_109910672_+|109910766_109910827_+|109910918_109910967_+|109918728_109918795_+|109918897_109918942_+|109919031_109919125_+|109920246_109920350_+|109920486_109920576_+|109920674_109920751_+|109921192_109921265_+|109921340_109921426_+|109921518_109921608_+|109921688_109921762_+|109922977_109923041_+|109923150_109923204_+|109923393_109923439_+|109934230_109934362_+|109937279_109937352_+|109937470_109937571_+|109937688_109937763_+|109937888_109938007_+|109942798_109942874_+
34030at7898	Single	CM081450.1	1175879	1190459	+	2641	518	0.8226	0.9614147909967846	0	34030at7898_6	1175880_1175906_+|1178208_1178303_+|1178390_1178467_+|1179583_1179694_+|1179817_1180000_+|1180123_1180234_+|1180640_1180810_+|1180907_1181032_+|1181113_1181216_+|1181297_1181391_+|1181489_1181605_+|1181855_1181955_+|1185894_1185993_+|1186193_1186290_+|1186433_1186549_+|1186635_1186721_+|1190376_1190459_+
34052at7898	Single	CM081450.1	53257622	53280975	+	2975	561	0.8727	1.0	0	34052at7898_0	53257623_53257655_+|53259810_53259900_+|53259982_53260138_+|53262376_53262446_+|53262539_53262582_+|53263026_53263095_+|53263203_53263324_+|53263473_53263607_+|53263957_53264079_+|53271005_53271136_+|53271483_53271589_+|53272919_53273002_+|53273095_53273160_+|53273975_53274126_+|53274234_53274351_+|53275303_53275403_+|53279187_53279338_+|53280001_53280102_+|53280880_53280975_+
34056at7898	Single	CM081456.1	12709246	12733590	+	3126	543	0.8113	1.0	0	34056at7898_2	12709247_12709348_+|12714689_12716393_+|12726720_12726880_+|12728834_12728927_+|12730194_12730274_+|12733454_12733590_+
34128at7898	Single	CM081455.1	48265463	48287871	+	2726	628	0.7027	1.0	0	34128at7898_8	48265464_48265587_+|48265886_48265956_+|48266372_48266515_+|48266650_48266826_+|48266909_48267036_+|48268339_48268416_+|48268863_48268983_+|48270993_48271118_+|48271413_48271499_+|48272902_48273006_+|48273637_48273718_+|48275550_48275665_+|48277767_48277861_+|48278821_48278860_+|48278941_48279039_+|48279247_48279342_+|48281928_48282077_+|48282187_48282243_+|48284250_48284338_+|48287694_48287871_+
34146at7898	Single	CM081444.1	57052628	57094490	+	3117	540	0.8632	0.9601100412654745	0	34146at7898_6	57052629_57052945_+|57057177_57057236_+|57062001_57062098_+|57065084_57065148_+|57065286_57065405_+|57065965_57066033_+|57066541_57066600_+|57066806_57066885_+|57067089_57067146_+|57068197_57068311_+|57069436_57069571_+|57077420_57077563_+|57078169_57078277_+|57080472_57080553_+|57081793_57081909_+|57085355_57085472_+|57087254_57087382_+|57092334_57092490_+|57092726_57092770_+|57094476_57094490_+
34208at7898	Single	CM081439.1	45292197	45302403	-	2936	633	0.7576	0.981081081081081	0	34208at7898	45302268_45302403_-|45300150_45300295_-|45299951_45300070_-|45299555_45299791_-|45299332_45299398_-|45299127_45299258_-|45298881_45298980_-|45297670_45297756_-|45297358_45297540_-|45297173_45297253_-|45296925_45297082_-|45295165_45295279_-|45294930_45295038_-|45294572_45294666_-|45293670_45293739_-|45292946_45293168_-|45292198_45292316_-
34290at7898	Single	CM081450.1	57770545	57784738	+	2630	513	0.844	0.9412724306688418	0	34290at7898	57770546_57770713_+|57771322_57771456_+|57771530_57771721_+|57774627_57774770_+|57775936_57776122_+|57776454_57776600_+|57776712_57776840_+|57777503_57777679_+|57779784_57779930_+|57780096_57780261_+|57784600_57784738_+
34323at7898	Single	CM081443.1	6138966	6159584	+	1508	478	0.4475	1.0	0	34323at7898_9	6138967_6139026_+|6139125_6139244_+|6139328_6139568_+|6141906_6142162_+|6142288_6142813_+|6142904_6143020_+|6143143_6143234_+|6143387_6143488_+|6143713_6143776_+|6144549_6144614_+|6144722_6144789_+|6144877_6144940_+|6150627_6150792_+|6157828_6158004_+|6158255_6158318_+|6159539_6159584_+
34341at7898	Single	CM081445.1	70173043	70183733	+	2713	524	0.8671	0.9898819561551433	0	34341at7898	70173044_70173337_+|70176567_70176812_+|70178694_70179370_+|70180718_70180923_+|70182450_70182626_+|70183576_70183733_+
34366at7898	Single	CM081438.1	9704113	9955496	-	3839	844	0.7122	0.9333933393339334	0	34366at7898_4	9955262_9955496_-|9934189_9934812_-|9913068_9913193_-|9899773_9899867_-|9878941_9879219_-|9856684_9856795_-|9840892_9841026_-|9836934_9837042_-|9832118_9832223_-|9831981_9832036_-|9817033_9817159_-|9816835_9816938_-|9813559_9813661_-|9807053_9807206_-|9801958_9802091_-|9771990_9772105_-|9739766_9739886_-|9715334_9715375_-|9715115_9715168_-|9714813_9714960_-|9704243_9704301_-|9704114_9704143_-
34384at7898	Single	CM081439.1	63866003	63974464	+	2384	466	0.809	0.9914236706689536	0	34384at7898_8	63866004_63866166_+|63871001_63871052_+|63891560_63891646_+|63910869_63910972_+|63914354_63914482_+|63922118_63922215_+|63928707_63928821_+|63943603_63943680_+|63953019_63953074_+|63953341_63953385_+|63958240_63958401_+|63958484_63958640_+|63968749_63968822_+|63968960_63969079_+|63973419_63973523_+|63974270_63974464_+
34496at7898	Single	CM081450.1	16456974	16461686	-	2796	496	0.8596	0.9948275862068966	0	34496at7898_1	16461474_16461686_-|16458336_16458652_-|16456975_16458163_-
34525at7898	Single	CM081455.1	46962138	46971494	+	2738	621	0.6576	0.9929577464788732	0	34525at7898_7	46962139_46962274_+|46964572_46964658_+|46964740_46964842_+|46964923_46965106_+|46965719_46965886_+|46967413_46967510_+|46967598_46967697_+|46967772_46967856_+|46967947_46968099_+|46969676_46970486_+|46970628_46970795_+|46970882_46970982_+|46971073_46971242_+|46971354_46971494_+
34587at7898	Single	CM081443.1	17410239	17622391	+	3851	744	0.7422	1.0	0	34587at7898_0	17410240_17410510_+|17502012_17502204_+|17503436_17504990_+|17568451_17568612_+|17590228_17590338_+|17593973_17594114_+|17599468_17599636_+|17618061_17618194_+|17619034_17619189_+|17622255_17622391_+
34646at7898	Single	CM081452.1	14350000	14358459	+	2848	521	0.8626	1.0	0	34646at7898_0	14350001_14350133_+|14350230_14350332_+|14352988_14353091_+|14353914_14354034_+|14354145_14354592_+|14354673_14354863_+|14356123_14356312_+|14357567_14357748_+|14357875_14357956_+|14358046_14358228_+|14358319_14358459_+
34691at7898	Single	CM081441.1	42012895	42020175	+	1488	528	0.4531	1.0	0	34691at7898	42012896_42013001_+|42013238_42013378_+|42013483_42013908_+|42016048_42017271_+|42017576_42017671_+|42020087_42020175_+
34722at7898	Single	CM081438.1	93551686	93581569	-	2707	530	0.8188	1.0	0	34722at7898_5	93581394_93581569_-|93578826_93578961_-|93578128_93578237_-|93577860_93577981_-|93576594_93576740_-|93567957_93568093_-|93565733_93565869_-|93562941_93563120_-|93561752_93561884_-|93561284_93561474_-|93559447_93559604_-|93551687_93551895_-
34736at7898	Single	CM081435.1	17380653	17387829	+	3246	725	0.7464	0.9921436588103255	0	34736at7898_6	17380654_17380760_+|17380891_17381036_+|17381368_17381477_+|17381821_17381973_+|17382393_17382831_+|17382965_17383054_+|17383883_17383973_+|17384106_17384329_+|17384457_17384699_+|17385251_17385349_+|17385478_17385671_+|17385778_17385952_+|17386033_17386189_+|17386342_17386495_+|17387429_17387540_+|17387657_17387829_+
34861at7898	Single	CM081447.1	22551730	22573337	+	1629	505	0.5096	1.0	0	34861at7898_9	22551731_22551817_+|22571463_22573337_+
34888at7898	Single	JAUHVI010000030.1	260893	334617	-	2844	513	0.7379	0.9912790697674418	0	34888at7898_7	334470_334617_-|324418_324601_-|321386_321706_-|317172_317265_-|311177_311264_-|310882_310940_-|305741_305818_-|301749_301922_-|294097_294235_-|293505_293681_-|292982_293053_-|280148_280255_-|276133_276186_-|270498_270535_-|270290_270398_-|270160_270218_-|263679_263739_-|261673_261680_-|261503_261583_-|260894_261004_-
34939at7898	Single	CM081440.1	66730145	66745301	-	3050	585	0.8699	1.0	0	34939at7898_0	66745043_66745301_-|66742525_66742635_-|66741777_66741934_-|66741511_66741675_-|66741286_66741438_-|66741112_66741194_-|66740872_66741019_-|66740679_66740792_-|66736606_66736683_-|66736422_66736517_-|66735542_66735648_-|66732584_66732653_-|66732302_66732484_-|66732153_66732207_-|66730659_66730747_-|66730501_66730555_-|66730268_66730374_-|66730146_66730181_-
34955at7898	Single	CM081454.1	54584685	54617107	+	3329	589	0.8325	1.0	0	34955at7898_4	54584686_54584754_+|54586459_54586616_+|54588645_54588749_+|54588860_54588965_+|54589179_54589250_+|54590378_54590462_+|54594643_54594835_+|54597732_54597806_+|54597995_54598125_+|54600418_54600491_+|54600665_54600795_+|54605840_54605936_+|54606099_54606304_+|54606536_54606628_+|54606724_54606859_+|54612201_54612281_+|54612639_54612777_+|54616698_54616737_+|54616825_54617107_+
34972at7898	Single	CM081438.1	33409967	33420499	-	2948	594	0.8835	1.0	0	34972at7898_0	33420398_33420499_-|33416548_33416689_-|33415940_33415986_-|33415568_33415639_-|33415384_33415470_-|33415078_33415240_-|33413489_33413609_-|33412245_33412583_-|33411787_33411907_-|33411510_33411665_-|33411310_33411399_-|33411054_33411152_-|33410619_33410735_-|33410420_33410529_-|33410145_33410304_-|33409968_33410021_-
35012at7898	Single	CM081441.1	111763034	111822177	+	2763	531	0.7647	1.0	0	35012at7898_1	111763035_111763217_+|111777472_111777668_+|111781692_111782271_+|111785109_111785528_+|111799005_111799153_+|111821211_111821594_+|111822042_111822177_+
35013at7898	Single	CM081448.1	21031241	21042490	+	2110	509	0.6463	0.9918032786885246	0	35013at7898_6	21031242_21031495_+|21031581_21031746_+|21035417_21035866_+|21035955_21036192_+|21038922_21039124_+|21040081_21040294_+|21042210_21042490_+
35030at7898	Single	CM081437.1	92982869	93023013	+	2629	516	0.7716	1.0	0	35030at7898_4	92982870_92982971_+|92989391_92989539_+|92992095_92992203_+|92992922_92992997_+|92995064_92995124_+|92995288_92995410_+|92997394_92997467_+|92999086_92999156_+|92999236_92999310_+|92999559_92999625_+|93000658_93000743_+|93002126_93002202_+|93006601_93006637_+|93008518_93008588_+|93008753_93008811_+|93012315_93012702_+|93016214_93016417_+|93022836_93023013_+
35055at7898	Single	CM081441.1	42274748	42312858	-	3174	550	0.7848	1.0	0	35055at7898_0	42312403_42312858_-|42293621_42293859_-|42287363_42287494_-|42282567_42282640_-|42281950_42282083_-|42280308_42280385_-|42280014_42280116_-|42279295_42279923_-|42276900_42276969_-|42274749_42275212_-
35079at7898	Single	CM081449.1	17626395	17644917	+	3798	628	0.9304	1.0	0	35079at7898_4	17626396_17626537_+|17626935_17626990_+|17627922_17628020_+|17634214_17634837_+|17635033_17635110_+|17635800_17635916_+|17636045_17636161_+|17638424_17638555_+|17639562_17639664_+|17639752_17639793_+|17639990_17640148_+|17642200_17642369_+|17642474_17642613_+|17643071_17643219_+|17643312_17643448_+|17644813_17644917_+
35132at7898	Single	CM081441.1	83751804	83766928	+	2133	503	0.6687	1.0	0	35132at7898_0	83751805_83752221_+|83752320_83752640_+|83752747_83752921_+|83754403_83754560_+|83754676_83754786_+|83754870_83755014_+|83763521_83763772_+|83763979_83764090_+|83764197_83764311_+|83766830_83766928_+
35145at7898	Single	CM081439.1	31235414	31274727	-	2877	537	0.8695	0.9855305466237942	0	35145at7898_9	31274671_31274727_-|31269323_31269429_-|31269181_31269225_-|31268936_31269089_-|31268783_31268854_-|31261091_31261179_-|31260782_31260938_-|31255848_31255925_-|31255117_31255208_-|31253478_31253583_-|31253316_31253395_-|31253158_31253226_-|31251283_31251343_-|31251101_31251117_-|31250948_31251005_-|31239171_31239263_-|31239028_31239088_-|31238828_31238941_-|31236194_31236251_-|31235864_31235932_-|31235727_31235790_-|31235574_31235645_-|31235415_31235480_-
35185at7898	Single	CM081435.1	29316311	29371130	+	3200	659	0.7906	1.0	0	35185at7898_2	29316312_29316430_+|29316528_29316627_+|29320677_29320802_+|29321084_29321245_+|29321326_29321490_+|29322103_29322244_+|29323388_29323509_+|29323827_29323933_+|29328220_29328331_+|29328737_29328814_+|29331136_29331274_+|29336544_29336651_+|29339423_29339521_+|29362659_29362728_+|29367523_29367608_+|29367699_29367770_+|29370073_29370227_+|29370319_29370435_+|29370512_29370621_+|29371031_29371130_+
35281at7898	Single	CM081438.1	24627280	24639548	-	2328	515	0.6927	0.993660855784469	0	35281at7898_7	24639343_24639548_-|24637469_24637634_-|24637076_24637387_-|24632322_24632731_-|24632044_24632236_-|24631708_24631941_-|24627281_24627619_-
35349at7898	Single	CM081449.1	86325722	86369933	-	2657	554	0.8031	1.0	0	35349at7898_0	86369876_86369933_-|86362817_86362908_-|86362574_86362714_-|86362449_86362490_-|86362270_86362361_-|86362014_86362141_-|86355568_86355707_-|86350340_86350437_-|86350086_86350258_-|86345467_86345590_-|86339489_86339606_-|86329282_86329447_-|86329058_86329191_-|86328512_86328676_-|86326009_86326097_-|86325723_86325846_-
35350at7898	Single	CM081442.1	81694452	81709727	+	2704	521	0.7956	1.0	0	35350at7898_7	81694453_81694681_+|81696992_81698106_+|81698940_81699075_+|81703774_81703980_+|81709411_81709727_+
35374at7898	Single	CM081440.1	98513259	98522234	+	1864	506	0.5671	0.8994490358126722	0	35374at7898	98513260_98513553_+|98513692_98513902_+|98514970_98515100_+|98515364_98515499_+|98515601_98515697_+|98518672_98518769_+|98519040_98519207_+|98519288_98519540_+|98519612_98519726_+|98521588_98521762_+|98521859_98521992_+|98522139_98522234_+
35376at7898	Single	CM081441.1	81717769	81760130	+	2694	654	0.6654	0.9606879606879607	0	35376at7898_7	81717770_81717893_+|81718041_81718121_+|81718461_81718514_+|81721809_81721930_+|81722054_81722163_+|81723374_81723409_+|81723627_81723709_+|81723794_81723839_+|81733211_81733349_+|81733469_81733531_+|81733628_81733756_+|81734465_81734537_+|81734645_81734754_+|81736011_81736091_+|81736188_81736275_+|81736421_81736488_+|81741541_81741659_+|81742193_81742319_+|81752481_81752630_+|81753096_81753170_+|81757445_81757591_+|81759642_81759779_+|81759851_81759924_+|81760022_81760130_+
35445at7898	Single	CM081441.1	110400972	110406540	-	2397	435	0.74	0.993517017828201	0	35445at7898_6	110406397_110406540_-|110405039_110405170_-|110404791_110404911_-|110400973_110402426_-
35448at7898	Single	CM081448.1	14503550	14533191	+	2837	520	0.7965	0.9927745664739884	0	35448at7898_5	14503551_14503656_+|14507575_14507799_+|14510654_14510791_+|14513715_14513766_+|14513839_14513911_+|14521865_14521998_+|14522109_14522149_+|14522398_14522610_+|14526913_14527037_+|14527391_14527538_+|14527690_14527821_+|14530272_14530365_+|14530440_14530489_+|14530583_14530717_+|14532842_14533191_+
35473at7898	Single	CM081445.1	75033345	75049753	+	2771	505	0.7869	1.0	0	35473at7898_4	75033346_75033424_+|75036270_75036355_+|75038839_75038955_+|75039029_75039172_+|75039282_75039350_+|75039786_75039878_+|75040915_75041013_+|75041589_75041657_+|75041883_75041981_+|75043069_75043155_+|75043267_75043398_+|75043517_75043639_+|75043781_75044060_+|75047156_75047255_+|75049149_75049305_+|75049382_75049485_+|75049579_75049753_+
35501at7898	Single	CM081440.1	38263156	38395218	+	1787	556	0.5461	0.9281767955801105	0	35501at7898	38263157_38263193_+|38301612_38301743_+|38301936_38302064_+|38307090_38307229_+|38312941_38313018_+|38315170_38315245_+|38319140_38319265_+|38320742_38320826_+|38321063_38321164_+|38332658_38332742_+|38335118_38335273_+|38335901_38335970_+|38343829_38343924_+|38347322_38347538_+|38379106_38379239_+|38384711_38384781_+|38387606_38387686_+|38390986_38391072_+|38395189_38395218_+
3551at7898	Single	CM081448.1	11769646	11962986	+	8354	1501	0.9178	1.0	0	3551at7898_9	11769647_11769688_+|11772830_11772970_+|11792085_11792267_+|11800322_11800405_+|11800532_11800671_+|11800766_11800894_+|11820187_11820338_+|11822973_11823115_+|11827891_11827995_+|11836076_11836162_+|11862142_11862273_+|11865102_11865269_+|11870916_11871107_+|11876399_11876536_+|11888916_11888990_+|11927408_11927544_+|11929259_11929397_+|11929522_11929595_+|11934612_11934713_+|11936484_11936553_+|11936683_11936774_+|11936874_11936996_+|11940095_11940151_+|11940448_11940568_+|11940663_11940794_+|11943531_11943698_+|11944929_11945033_+|11947524_11947630_+|11947716_11947836_+|11947927_11948025_+|11948115_11948208_+|11952195_11952301_+|11952379_11952453_+|11952548_11952667_+|11958389_11958457_+|11958549_11958885_+|11959057_11959189_+|11960976_11961091_+|11961243_11961400_+|11962121_11962271_+|11962362_11962496_+|11962575_11962692_+|11962847_11962986_+
3552at7898	Single	CM081455.1	38169419	38206165	-	6846	1539	0.7268	1.0	0	3552at7898_7	38206094_38206165_-|38205576_38205670_-|38205349_38205436_-|38203456_38203560_-|38201400_38201492_-|38200076_38200171_-|38199865_38199969_-|38199624_38199731_-|38199435_38199542_-|38196824_38196931_-|38196391_38196507_-|38194861_38194965_-|38194522_38194629_-|38193796_38193909_-|38193612_38193710_-|38191610_38191714_-|38191420_38191527_-|38189993_38190100_-|38189716_38189913_-|38189529_38189633_-|38189348_38189446_-|38189159_38189263_-|38187421_38187528_-|38187092_38187249_-|38186676_38186829_-|38183240_38183344_-|38181775_38181873_-|38181567_38181671_-|38181359_38181466_-|38180627_38180740_-|38180325_38180522_-|38179242_38179346_-|38178869_38178967_-|38178032_38178136_-|38177834_38177941_-|38177127_38177438_-|38176913_38177017_-|38175211_38175309_-|38175024_38175128_-|38174811_38174918_-|38172740_38173051_-|38169672_38169821_-|38169420_38169557_-
35595at7898	Single	CM081447.1	32595438	32621564	+	2811	559	0.807	0.9313304721030042	0	35595at7898_1	32595439_32595576_+|32595834_32596022_+|32597495_32597603_+|32598195_32598295_+|32600693_32600814_+|32601031_32601151_+|32603235_32603364_+|32604921_32605025_+|32605580_32605758_+|32606003_32606112_+|32610999_32611104_+|32615888_32616060_+|32617186_32617433_+|32621458_32621564_+
35610at7898	Single	CM081450.1	43954981	43971453	+	2940	578	0.8717	0.9363241678726484	0	35610at7898_6	43954982_43955057_+|43955142_43955224_+|43955304_43955444_+|43963750_43963821_+|43964493_43964653_+|43964800_43964909_+|43965000_43965073_+|43967371_43967526_+|43967687_43967807_+|43967936_43968005_+|43968620_43968767_+|43968901_43969086_+|43969869_43970007_+|43970101_43970186_+|43970377_43970522_+|43970611_43970683_+|43971355_43971453_+
35654at7898	Single	CM081439.1	16250959	16282607	+	2961	500	0.8636	1.0	0	35654at7898_0	16250960_16251010_+|16263426_16263571_+|16266170_16266293_+|16266406_16266564_+|16266715_16266832_+|16266932_16267017_+|16268601_16268721_+|16268856_16269100_+|16269470_16269563_+|16270826_16271016_+|16272407_16272502_+|16275557_16275692_+|16277050_16277217_+|16282435_16282607_+
35674at7898	Single	CM081446.1	36781548	36826957	-	3376	677	0.7363	1.0	0	35674at7898_6	36826711_36826957_-|36825782_36825828_-|36825346_36825415_-|36821720_36821799_-|36812179_36812340_-|36812001_36812054_-|36811611_36811826_-|36810568_36810831_-|36810240_36810371_-|36809824_36810013_-|36804125_36804258_-|36803842_36804044_-|36799385_36799481_-|36797982_36798021_-|36784559_36784722_-|36782038_36782511_-|36781749_36781848_-|36781549_36781676_-
35759at7898	Single	CM081448.1	11277891	11295009	-	2164	471	0.6574	0.9845916795069337	0	35759at7898_1	11294908_11295009_-|11294013_11294144_-|11293827_11293874_-|11292928_11292992_-|11292779_11292843_-|11291135_11291243_-|11288191_11288474_-|11287333_11287541_-|11284622_11284784_-|11284334_11284533_-|11284115_11284226_-|11283671_11284018_-|11277892_11278094_-
35771at7898	Single	CM081441.1	73889521	73912720	+	2609	599	0.6736	0.9890560875512996	0	35771at7898_3	73889522_73889783_+|73892989_73893173_+|73893355_73893513_+|73896779_73896971_+|73897047_73897178_+|73901513_73901646_+|73901741_73901830_+|73901963_73902015_+|73906689_73906768_+|73906879_73907006_+|73907094_73907189_+|73907347_73907497_+|73907842_73907959_+|73910126_73910201_+|73910311_73910451_+|73912553_73912720_+
35792at7898	Single	CM081447.1	74716192	74789083	+	2541	574	0.7274	1.0	0	35792at7898_0	74716193_74716558_+|74756773_74756868_+|74757787_74757906_+|74761147_74761257_+|74761762_74761875_+|74762025_74762124_+|74762206_74762338_+|74769035_74769099_+|74769379_74769500_+|74769854_74770022_+|74773160_74773258_+|74774415_74774548_+|74778366_74778579_+|74788839_74789083_+
35821at7898	Single	CM081440.1	12404212	12444616	+	2412	636	0.5739	0.9471264367816092	0	35821at7898	12404213_12404441_+|12404553_12404661_+|12410040_12410124_+|12410219_12410376_+|12412557_12412677_+|12412836_12412925_+|12415183_12415986_+|12419356_12419516_+|12425345_12425426_+|12434615_12434746_+|12435744_12435913_+|12436006_12436099_+|12444284_12444616_+
35837at7898	Single	CM081446.1	2516116	2552798	-	2814	554	0.8205	1.0	0	35837at7898_0	2552649_2552798_-|2550079_2550190_-|2545622_2545770_-|2544869_2544949_-|2544699_2544776_-|2544522_2544605_-|2541214_2541278_-|2540939_2541142_-|2536428_2536567_-|2534730_2534853_-|2532143_2532275_-|2528120_2528263_-|2527465_2527598_-|2519096_2519197_-|2517474_2517593_-|2516341_2516377_-|2516117_2516248_-
35840at7898	Single	CM081445.1	1575001	1599277	+	1631	508	0.4477	1.0	0	35840at7898_9	1575002_1575110_+|1577632_1577779_+|1582185_1582508_+|1582962_1583177_+|1583256_1583373_+|1583917_1584030_+|1589750_1589833_+|1590076_1590198_+|1592616_1593033_+|1593436_1593539_+|1595666_1595852_+|1596427_1596617_+|1596691_1596818_+|1597950_1598024_+|1599118_1599277_+
35842at7898	Single	CM081436.1	52118030	52167557	-	3574	586	0.9109	1.0	0	35842at7898_0	52167426_52167557_-|52166836_52166964_-|52147102_52147215_-|52146462_52146576_-|52146139_52146234_-|52144216_52144270_-|52143621_52143731_-|52142745_52142877_-|52142357_52142399_-|52134736_52135037_-|52133321_52133554_-|52129485_52129683_-|52128020_52128224_-|52127138_52127333_-|52118031_52118189_-
35864at7898	Single	CM081452.1	14369450	14403307	-	2986	486	0.9492	1.0	0	35864at7898	14403209_14403307_-|14395412_14395574_-|14384015_14384136_-|14383654_14383932_-|14383373_14383555_-|14381431_14381646_-|14374352_14374486_-|14374129_14374258_-|14373886_14373996_-|14369737_14369861_-|14369451_14369660_-
35868at7898	Single	CM081454.1	42896221	42973746	-	3346	543	0.9355	0.9970760233918129	0	35868at7898_3	42973445_42973746_-|42917028_42917118_-|42914919_42915045_-|42914464_42914639_-|42913773_42913898_-|42913006_42913116_-|42912840_42912935_-|42912660_42912748_-|42911431_42911556_-|42907153_42907382_-|42906960_42907059_-|42898086_42898217_-|42897844_42897982_-|42896222_42896422_-
35870at7898	Single	CM081448.1	19475836	19493275	+	1853	602	0.5051	1.0	0	35870at7898_3	19475837_19475924_+|19476008_19476081_+|19476836_19476999_+|19477083_19477163_+|19478357_19478413_+|19478505_19478683_+|19478823_19479000_+|19481069_19481226_+|19481348_19481709_+|19481792_19481905_+|19483575_19483646_+|19483762_19483933_+|19484017_19484213_+|19490995_19491143_+|19492360_19492451_+|19493085_19493275_+
35970at7898	Single	CM081437.1	42314197	42326070	+	1461	471	0.5156	1.0	0	35970at7898_2	42314198_42314662_+|42318301_42318447_+|42318872_42318996_+|42319079_42319517_+|42321003_42321055_+|42321291_42321525_+|42321619_42321825_+|42325891_42326070_+
35980at7898	Single	CM081457.1	20439641	20454835	+	1826	504	0.5616	0.983941605839416	0	35980at7898	20439642_20440365_+|20441679_20441838_+|20441957_20442176_+|20442257_20442355_+|20442459_20442540_+|20448854_20449019_+|20449128_20449245_+|20450284_20450337_+|20454470_20454835_+
36016at7898	Single	CM081444.1	74004719	74015975	+	2905	555	0.819	1.0	0	36016at7898_0	74004720_74004767_+|74004942_74005015_+|74008229_74008289_+|74008391_74008460_+|74009341_74009459_+|74009540_74009588_+|74009677_74009772_+|74009907_74009989_+|74010079_74010152_+|74010738_74010846_+|74010964_74011098_+|74011897_74011997_+|74012126_74012192_+|74013676_74013726_+|74013903_74013973_+|74014178_74014273_+|74014366_74014593_+|74014672_74014819_+|74014909_74014993_+|74015701_74015975_+
