Gene	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	Identity	Fraction	Frameshift events	Best gene	Codons
39549at7898	Duplicated	CM081444.1_RagTag	101213016	101235886	+	2263	461	0.6064	1.0	0	39549at7898_5	101213017_101213517_+|101216859_101216974_+|101219082_101219178_+|101220891_101221230_+|101223014_101223273_+|101224878_101224983_+|101228863_101228956_+|101229250_101229359_+|101229525_101229666_+|101232175_101232245_+|101232348_101232476_+|101232547_101232699_+|101232788_101232866_+|101235836_101235886_+
39549at7898	Duplicated	CM081444.1_RagTag	101467685	101490942	+	2294	461	0.5949	1.0	0	39549at7898_5	101467686_101468186_+|101471943_101472058_+|101474163_101474259_+|101477544_101477949_+|101478092_101478351_+|101479956_101480061_+|101483942_101484035_+|101484315_101484424_+|101484590_101484731_+|101487247_101487317_+|101487420_101487548_+|101487619_101487771_+|101487860_101487938_+|101490892_101490942_+
39567at7898	Single	CM081436.1_RagTag	111779341	111825006	+	2602	543	0.754	0.9539877300613497	0	39567at7898_4	111779342_111779503_+|111788954_111788978_+|111789092_111789151_+|111794490_111794612_+|111799257_111799376_+|111800213_111800335_+|111804242_111804363_+|111806046_111806164_+|111813485_111813674_+|111815293_111815457_+|111815537_111815705_+|111817477_111817616_+|111817719_111817920_+|111824873_111825006_+
39604at7898	Duplicated	CM081449.1_RagTag	52146453	52160722	+	2441	462	0.8378	0.9664179104477612	0	39604at7898_8	52146454_52146826_+|52148289_52148399_+|52151147_52151269_+|52151354_52151476_+|52152729_52152889_+|52153010_52153422_+|52160316_52160415_+|52160573_52160722_+
39604at7898	Duplicated	ptg001470l_RagTag	36289	50578	-	2441	462	0.8378	0.9664179104477612	0	39604at7898_8	50206_50578_-|48627_48737_-|45757_45879_-|45544_45666_-|44131_44291_-|43598_44010_-|36597_36696_-|36290_36439_-
39654at7898	Duplicated	ptg003782l_RagTag	98013	145772	-	2683	594	0.7766	1.0	0	39654at7898_0	145629_145772_-|143063_143166_-|139615_139795_-|139432_139521_-|139212_139277_-|138816_138926_-|138047_138131_-|136005_136168_-|135786_135881_-|134186_134332_-|120294_120443_-|118216_118344_-|111019_111108_-|105453_105539_-|105268_105339_-|101757_101842_-|101319_101364_-|98014_98193_-
39654at7898	Duplicated	CM081438.1_RagTag	119016440	119060575	-	2680	594	0.7751	1.0	0	39654at7898_0	119060432_119060575_-|119057871_119057974_-|119054539_119054719_-|119054356_119054445_-|119054136_119054201_-|119053740_119053850_-|119053154_119053238_-|119051056_119051219_-|119050837_119050932_-|119049252_119049398_-|119036263_119036412_-|119034131_119034259_-|119028734_119028823_-|119023277_119023363_-|119023094_119023165_-|119020121_119020206_-|119019683_119019728_-|119016441_119016620_-
39682at7898	Duplicated	CM081449.1_RagTag	64985501	65014428	+	2466	518	0.7833	1.0	0	39682at7898_1	64985502_64985619_+|64989862_64989881_+|64993433_64993526_+|64997425_64997498_+|64997846_64998001_+|64998506_64998659_+|64998810_64999041_+|64999130_64999271_+|64999374_64999508_+|64999586_64999658_+|65008821_65008974_+|65009431_65009582_+|65012044_65012150_+|65014012_65014132_+|65014361_65014428_+
39682at7898	Duplicated	CM081449.1_RagTag	64656010	64685808	+	2466	518	0.7833	1.0	0	39682at7898_1	64656011_64656128_+|64660372_64660391_+|64663870_64663963_+|64668639_64668712_+|64669059_64669214_+|64669719_64669872_+|64670022_64670253_+|64670342_64670483_+|64670587_64670721_+|64670799_64670871_+|64680030_64680183_+|64680641_64680792_+|64683424_64683530_+|64685392_64685512_+|64685741_64685808_+
39734at7898	Single	CM081456.1_RagTag	24254128	24554355	-	2645	521	0.8076	1.0	0	39734at7898_0	24554292_24554355_-|24548007_24548116_-|24543932_24544035_-|24543714_24543802_-|24528374_24528449_-|24520686_24520938_-|24493226_24493335_-|24488913_24489014_-|24458393_24458528_-|24451493_24451564_-|24433366_24433530_-|24363485_24363553_-|24324073_24324173_-|24298695_24298761_-|24255638_24255761_-|24254129_24254292_-
39768at7898	Duplicated	CM081448.1_RagTag	91502021	91538113	-	2649	478	0.8106	1.0	0	39768at7898_9	91538030_91538113_-|91536677_91536790_-|91535293_91535387_-|91535004_91535115_-|91534074_91534172_-|91532444_91532500_-|91532083_91532204_-|91524488_91524518_-|91523241_91523339_-|91516778_91516828_-|91515798_91515884_-|91515063_91515179_-|91513608_91513670_-|91513298_91513371_-|91510843_91510924_-|91510624_91510698_-|91510210_91510281_-|91506246_91506354_-|91505993_91506075_-|91503364_91503401_-|91503188_91503272_-|91502967_91503080_-|91502022_91502075_-
39768at7898	Duplicated	ptg002972l_RagTag	298313	336648	+	2614	478	0.7911	1.0	0	39768at7898_9	298314_298397_+|300569_300682_+|301962_302056_+|302234_302345_+|303171_303269_+|304854_304910_+|305149_305249_+|313247_313433_+|319872_319922_+|320768_320854_+|321487_321603_+|322996_323058_+|323295_323368_+|326803_326884_+|327029_327103_+|327437_327508_+|331976_332084_+|332249_332331_+|334985_335022_+|335114_335198_+|335306_335419_+|336595_336648_+
40078at7898	Duplicated	ptg002906l_RagTag	410685	522485	-	3272	531	0.9069	1.0	0	40078at7898_3	522414_522485_-|473238_473574_-|427438_427627_-|420662_421257_-|419903_420000_-|417553_417832_-|417235_417325_-|417005_417107_-|413429_413551_-|410686_410826_-
40078at7898	Duplicated	CM081439.1_RagTag	107512802	107658298	+	3267	531	0.9041	1.0	0	40078at7898_3	107512803_107512874_+|107567119_107567419_+|107639705_107639933_+|107646120_107646715_+|107647374_107647471_+|107651167_107651446_+|107651647_107651737_+|107651865_107651967_+|107655422_107655544_+|107658158_107658298_+
40090at7898	Single	CM081449.1_RagTag	64237732	64251570	-	2448	565	0.6958	1.0	0	40090at7898_9	64251454_64251570_-|64251154_64251288_-|64250032_64250174_-|64249848_64249956_-|64248210_64248370_-|64247955_64248057_-|64247784_64247850_-|64247607_64247662_-|64247345_64247512_-|64247052_64247228_-|64245836_64245912_-|64245603_64245740_-|64245398_64245458_-|64244839_64244988_-|64239386_64239499_-|64237967_64238049_-|64237733_64237892_-
4012at7898	Duplicated	CM081439.1_RagTag	17619116	17651500	-	8277	1647	0.7804	1.0	0	4012at7898_0	17651139_17651500_-|17641676_17645232_-|17641484_17641591_-|17641183_17641382_-|17640890_17641071_-|17639792_17639957_-|17636511_17636676_-|17635582_17636391_-|17635349_17635494_-|17635012_17635194_-|17619117_17619440_-
4012at7898	Duplicated	CM081439.1_RagTag	18048059	18080328	-	8273	1647	0.7799	1.0	0	4012at7898_0	18079967_18080328_-|18070558_18074114_-|18070366_18070473_-|18070065_18070264_-|18069771_18069952_-|18068672_18068837_-|18065407_18065572_-|18064476_18065285_-|18064250_18064395_-|18063912_18064094_-|18048060_18048383_-
40221at7898	Single	CM081436.1_RagTag	75675543	75701942	-	2521	562	0.7788	1.0	0	40221at7898_0	75701544_75701942_-|75699927_75700025_-|75698600_75698679_-|75696983_75697041_-|75693445_75693569_-|75690479_75690572_-|75689638_75689750_-|75679591_75679740_-|75679219_75679293_-|75676915_75677077_-|75676415_75676589_-|75675914_75676099_-|75675544_75675679_-
40244at7898	Single	CM081444.1_RagTag	82861107	82919398	+	1411	565	0.4316	0.9941107184923439	0	40244at7898_3	82861108_82861272_+|82866563_82866865_+|82875874_82876103_+|82878850_82878947_+|82886694_82886913_+|82891911_82892118_+|82895790_82896031_+|82902034_82902192_+|82909271_82909356_+|82910807_82910931_+|82911061_82911120_+|82911607_82911805_+|82911889_82912056_+|82916097_82916190_+|82916269_82916381_+|82918189_82918237_+|82919289_82919398_+
40289at7898	Single	CM081439.1_RagTag	11008197	11024987	+	2837	517	0.8403	1.0	0	40289at7898_3	11008198_11009263_+|11015192_11015276_+|11015660_11015811_+|11017848_11018148_+|11024585_11024987_+
40296at7898	Duplicated	CM081451.1_RagTag	22845709	22847752	+	1821	303	0.5853	0.9940564635958395	0	40296at7898_5	22845710_22847752_+
40296at7898	Duplicated	ptg002421l_RagTag	717531	719574	-	1815	303	0.5839	0.9940564635958395	0	40296at7898_5	717532_719574_-
4029at7898	Single	CM081435.1_RagTag	148537426	148650751	+	8489	980	0.6821	1.0	0	4029at7898_2	148537427_148537633_+|148539651_148539836_+|148540058_148540174_+|148558453_148558554_+|148558646_148558785_+|148563796_148563928_+|148564028_148564366_+|148565763_148565865_+|148570291_148570330_+|148572637_148572746_+|148572855_148572988_+|148573090_148573201_+|148574638_148574838_+|148574926_148575153_+|148597048_148597176_+|148600572_148600700_+|148605261_148605386_+|148606099_148606235_+|148606318_148606665_+|148608010_148608115_+|148608701_148608834_+|148608949_148609054_+|148611061_148611198_+|148611369_148611672_+|148613155_148613288_+|148613413_148613518_+|148621351_148621484_+|148621557_148621662_+|148622755_148623015_+|148624064_148624188_+|148624300_148624405_+|148625976_148626109_+|148626197_148626302_+|148631873_148631997_+|148632110_148632215_+|148633069_148633202_+|148633316_148633428_+|148638008_148638174_+|148640153_148640312_+|148640412_148640512_+|148640605_148640774_+|148642158_148642287_+|148643178_148643349_+|148646667_148646824_+|148650439_148650562_+|148650643_148650751_+
40344at7898	Duplicated	ptg000072l_RagTag	860987	867445	-	2695	511	0.8449	1.0	0	40344at7898_0	866870_867445_-|866460_866555_-|866050_866283_-|864931_865090_-|864770_864826_-|863602_863670_-|860988_861511_-
40344at7898	Duplicated	CM081447.1_RagTag	12913378	12919851	-	2695	511	0.8449	1.0	0	40344at7898_0	12919276_12919851_-|12918866_12918961_-|12918457_12918690_-|12917338_12917497_-|12917177_12917233_-|12916002_12916070_-|12913379_12913902_-
40346at7898	Single	CM081437.1_RagTag	12730980	12744923	-	2388	490	0.7949	0.9820143884892086	0	40346at7898_1	12744819_12744923_-|12744605_12744697_-|12741977_12742024_-|12740750_12740905_-|12737417_12737566_-|12737039_12737113_-|12736622_12736809_-|12736069_12736142_-|12735570_12735766_-|12733448_12733495_-|12733146_12733298_-|12732620_12732741_-|12731191_12731309_-|12730981_12731090_-
40391at7898	Duplicated	ptg001617l_RagTag	500480	520779	+	2784	488	0.9346	1.0	0	40391at7898_0	500481_500537_+|503635_503747_+|503870_503979_+|504072_504175_+|505544_505651_+|510997_511149_+|511856_511986_+|516302_516467_+|516564_516698_+|519027_519166_+|519343_519457_+|519538_519633_+|519723_519863_+|520364_520493_+|520748_520779_+
40391at7898	Duplicated	CM081437.1_RagTag	75464212	75484463	+	2784	488	0.9346	1.0	0	40391at7898_0	75464213_75464269_+|75467323_75467435_+|75467558_75467667_+|75467757_75467860_+|75469227_75469334_+|75474687_75474839_+|75475546_75475676_+|75479985_75480150_+|75480247_75480381_+|75482710_75482849_+|75483026_75483140_+|75483221_75483316_+|75483406_75483546_+|75484048_75484177_+|75484432_75484463_+
40400at7898	Duplicated	ptg000929l_RagTag	94162	109223	-	1141	433	0.4007	1.0	0	40400at7898_7	108702_109223_-|106184_106279_-|103185_103418_-|102932_103031_-|100931_101070_-|98189_98345_-|97876_98078_-|94163_94495_-
40400at7898	Duplicated	CM081439.1_RagTag	46438129	46453295	+	1140	436	0.398	1.0	0	40400at7898_7	46438130_46438651_+|46441127_46441222_+|46444023_46444256_+|46444410_46444542_+|46444839_46445024_+|46449226_46449291_+|46449402_46449604_+|46452963_46453295_+
40411at7898	Single	CM081438.1_RagTag	57482447	57494150	+	2425	476	0.8082	0.9538188277087034	0	40411at7898_8	57482448_57482581_+|57483882_57483975_+|57485729_57485887_+|57485974_57486074_+|57486151_57486365_+|57487105_57487199_+|57487305_57487465_+|57488999_57489094_+|57489191_57489262_+|57489532_57489684_+|57489835_57489997_+|57493989_57494150_+
40428at7898	Single	CM081436.1_RagTag	42445759	42465940	-	2699	559	0.8043	0.9246676514032496	0	40428at7898	42465721_42465940_-|42465152_42465283_-|42460998_42461203_-|42455288_42455426_-|42455076_42455210_-|42454895_42454998_-|42454699_42454823_-|42454106_42454218_-|42452753_42452890_-|42452562_42452661_-|42449088_42449206_-|42446048_42446221_-|42445760_42445927_-
40442at7898	Single	CM081435.1_RagTag	8305334	8403881	+	3879	698	0.7276	1.0	0	40442at7898_4	8305335_8305497_+|8314335_8314414_+|8322260_8322314_+|8332667_8332776_+|8332881_8332984_+|8336074_8336167_+|8344680_8344769_+|8359063_8359158_+|8359489_8359828_+|8362914_8363132_+|8363269_8363742_+|8380272_8380420_+|8387765_8387882_+|8390894_8390972_+|8393139_8393365_+|8395672_8395824_+|8397697_8397740_+|8400438_8400698_+|8401764_8401820_+|8403585_8403881_+
40445at7898	Single	CM081438.1_RagTag	51048169	51123178	+	3013	657	0.7273	1.0	0	40445at7898_0	51048170_51048239_+|51051482_51051624_+|51054073_51054146_+|51054262_51054372_+|51054835_51054957_+|51059604_51059703_+|51064316_51064449_+|51064644_51064743_+|51079437_51079616_+|51080182_51080280_+|51080717_51080799_+|51082094_51082221_+|51082324_51082394_+|51082605_51082765_+|51083255_51083358_+|51086216_51086400_+|51086892_51086969_+|51102735_51102857_+|51106098_51106218_+|51112754_51112822_+|51113190_51113245_+|51123065_51123178_+
40468at7898	Duplicated	CM081442.1_RagTag	69668782	69684984	+	2170	488	0.6909	0.9234375	0	40468at7898_8	69668783_69668846_+|69669052_69669241_+|69669316_69669457_+|69670253_69670366_+|69671381_69671455_+|69671564_69671644_+|69671739_69671819_+|69672176_69672301_+|69676773_69676903_+|69676991_69677159_+|69677610_69677807_+|69682704_69682785_+|69682865_69682963_+|69683078_69683186_+|69683352_69683440_+|69684965_69684984_+
40468at7898	Duplicated	CM081442.1_RagTag	70360367	70375044	+	2156	488	0.6964	0.909375	0	40468at7898_8	70360368_70360431_+|70360637_70360826_+|70360901_70361042_+|70361827_70361940_+|70363011_70363085_+|70363194_70363274_+|70363369_70363449_+|70363806_70363931_+|70368386_70368516_+|70368604_70368772_+|70369223_70369420_+|70374308_70374389_+|70374474_70374572_+|70374689_70374797_+|70374963_70375044_+
40551at7898	Single	CM081445.1_RagTag	110134339	110139527	-	2136	466	0.7026	0.8289269051321928	0	40551at7898_6	110139435_110139527_-|110134340_110135848_-
40568at7898	Single	CM081438.1_RagTag	29756136	29785527	+	2575	542	0.835	1.0	0	40568at7898_0	29756137_29756238_+|29764121_29764186_+|29767145_29767272_+|29767411_29767597_+|29767757_29767873_+|29769987_29770161_+|29770581_29770787_+|29776232_29776307_+|29778281_29778368_+|29778500_29778637_+|29780280_29780417_+|29780539_29780707_+|29785337_29785527_+
40578at7898	Duplicated	CM081446.1_RagTag	10179541	10202244	-	1459	437	0.4581	0.9832635983263598	0	40578at7898_8	10202209_10202244_-|10201317_10201463_-|10199848_10201041_-|10199714_10199770_-|10197577_10197723_-|10185295_10185654_-|10180081_10180176_-|10179758_10179880_-|10179542_10179655_-
40578at7898	Duplicated	CM081446.1_RagTag	10722291	10744906	-	1459	437	0.4581	0.9832635983263598	0	40578at7898_8	10744871_10744906_-|10743976_10744122_-|10742498_10743691_-|10742364_10742420_-|10740239_10740385_-|10728045_10728404_-|10722831_10722926_-|10722508_10722630_-|10722292_10722405_-
40629at7898	Single	CM081436.1_RagTag	106163356	106206457	-	3299	673	0.813	0.9750312109862672	0	40629at7898_6	106206290_106206457_-|106204307_106204462_-|106203671_106203815_-|106195217_106195398_-|106175638_106175766_-|106175289_106175474_-|106168858_106169102_-|106168621_106168757_-|106167169_106167399_-|106166824_106167063_-|106163990_106164137_-|106163658_106163849_-|106163357_106163554_-
40691at7898	Single	CM081443.1_RagTag	39588835	39602747	-	2418	483	0.7584	0.9867549668874173	0	40691at7898_2	39602343_39602747_-|39594696_39594856_-|39594458_39594596_-|39592972_39593074_-|39591668_39591842_-|39591371_39591577_-|39589912_39590104_-|39589279_39589419_-|39589028_39589140_-|39588836_39588938_-
40703at7898	Single	CM081438.1_RagTag	58439310	58476020	+	3048	622	0.8553	1.0	0	40703at7898_2	58439311_58439400_+|58443820_58443963_+|58447883_58447996_+|58448355_58448452_+|58448576_58448722_+|58450444_58450558_+|58450711_58450843_+|58450964_58451041_+|58451246_58451289_+|58454381_58454480_+|58455319_58455427_+|58455510_58455611_+|58471864_58471960_+|58472048_58472159_+|58472241_58472344_+|58475247_58475334_+|58475423_58475538_+|58475637_58475827_+|58475960_58476020_+
40708at7898	Duplicated	CM081438.1_RagTag	88502800	88515686	-	2037	570	0.5581	0.9562764456981664	0	40708at7898_3	88515572_88515686_-|88512246_88512316_-|88509823_88510018_-|88509611_88509711_-|88509301_88509500_-|88509076_88509203_-|88508844_88508993_-|88508692_88508757_-|88508466_88508588_-|88508305_88508379_-|88508115_88508213_-|88507873_88507990_-|88507683_88507786_-|88507360_88507507_-|88507104_88507247_-|88505257_88505345_-|88502801_88502919_-
40708at7898	Duplicated	CM081438.1_RagTag	88365095	88378001	-	2034	570	0.5567	0.9562764456981664	0	40708at7898_3	88377887_88378001_-|88374546_88374616_-|88372137_88372332_-|88371925_88372025_-|88371615_88371814_-|88371390_88371517_-|88371154_88371303_-|88371002_88371067_-|88370776_88370898_-|88370615_88370689_-|88370425_88370523_-|88370183_88370300_-|88369993_88370096_-|88369670_88369817_-|88369414_88369557_-|88367562_88367650_-|88365096_88365214_-
40709at7898	Single	CM081449.1_RagTag	98961286	98979913	-	1108	527	0.359	0.9533255542590432	0	40709at7898_3	98979629_98979913_-|98979265_98979532_-|98978719_98978816_-|98978562_98978624_-|98978233_98978454_-|98977793_98977970_-|98974485_98974675_-|98973227_98973345_-|98971061_98971281_-|98969526_98969732_-|98969256_98969368_-|98968224_98968316_-|98965015_98965221_-|98961287_98961422_-
40713at7898	Duplicated	CM081450.1_RagTag	31004491	31027307	-	2138	551	0.5708	0.9553679131483716	0	40713at7898_2	31027092_31027307_-|31026852_31026989_-|31022851_31023025_-|31022386_31022557_-|31022066_31022210_-|31020363_31020598_-|31015514_31015647_-|31013116_31013271_-|31010965_31011042_-|31010621_31010845_-|31005756_31006220_-|31005491_31005596_-|31004492_31004580_-
40713at7898	Duplicated	ptg002769l_RagTag	178573	199039	-	2161	551	0.57	0.9553679131483716	0	40713at7898_2	198824_199039_-|198580_198717_-|195602_195776_-|195137_195308_-|194817_194961_-|193152_193344_-|189584_189750_-|187185_187340_-|185028_185105_-|184684_184908_-|179846_180310_-|179581_179686_-|178574_178662_-
40837at7898	Duplicated	CM081451.1_RagTag	4677999	4694878	-	3006	554	0.7516	0.9947437582128777	0	40837at7898_0	4694778_4694878_-|4694089_4694128_-|4691798_4692000_-|4687768_4687976_-|4687508_4687596_-|4686959_4687372_-|4685688_4685904_-|4683850_4684052_-|4681341_4681523_-|4680903_4681012_-|4680477_4680722_-|4678000_4678240_-
40837at7898	Duplicated	CM081451.1_RagTag	4942208	4962462	-	3011	554	0.7445	0.9947437582128777	0	40837at7898_0	4962362_4962462_-|4961673_4961712_-|4959334_4959577_-|4952788_4953003_-|4952528_4952616_-|4951979_4952392_-|4950708_4950924_-|4948073_4948275_-|4945551_4945733_-|4945112_4945221_-|4944686_4944931_-|4942209_4942449_-
40868at7898	Single	CM081449.1_RagTag	46934209	46948564	-	2064	471	0.6972	0.9707903780068728	0	40868at7898_0	46947580_46948564_-|46943159_46943340_-|46934770_46934880_-|46934210_46934635_-
408at7898	Single	CM081455.1_RagTag	66211012	66363772	+	19327	3462	0.9701	1.0	0	408at7898_1	66211013_66211112_+|66211495_66211544_+|66213418_66213528_+|66213625_66213729_+|66213855_66213938_+|66214328_66214384_+|66214603_66214728_+|66215120_66215197_+|66216306_66216394_+|66216985_66217081_+|66218992_66219130_+|66224920_66224998_+|66225322_66225556_+|66225663_66226007_+|66226167_66226265_+|66226469_66226663_+|66226804_66226995_+|66227091_66227256_+|66227632_66227888_+|66228262_66228462_+|66230617_66230768_+|66234379_66234578_+|66235707_66235924_+|66236713_66236910_+|66238086_66238346_+|66238711_66238872_+|66239410_66239506_+|66240618_66240739_+|66244454_66244624_+|66244874_66244942_+|66247612_66247731_+|66252175_66252294_+|66252582_66252746_+|66252906_66253087_+|66257502_66257700_+|66269154_66269282_+|66272247_66272513_+|66272625_66272831_+|66275793_66275951_+|66276030_66276167_+|66276483_66276593_+|66277185_66277331_+|66281313_66281526_+|66281739_66281867_+|66282742_66282891_+|66286266_66286465_+|66286899_66287020_+|66289630_66289843_+|66289976_66290155_+|66290387_66290533_+|66293792_66293911_+|66296509_66296796_+|66298059_66298196_+|66299051_66299163_+|66303910_66304045_+|66308403_66308594_+|66311693_66311888_+|66313568_66313686_+|66314440_66314586_+|66316065_66316165_+|66323582_66323783_+|66327423_66327584_+|66333561_66333651_+|66335035_66335240_+|66338805_66339066_+|66350377_66350602_+|66353095_66353312_+|66354567_66354751_+|66356717_66356920_+|66359674_66359868_+|66363491_66363772_+
40903at7898	Single	CM081447.1_RagTag	28805885	28831591	+	2194	461	0.7247	0.9888535031847133	0	40903at7898_3	28805886_28805955_+|28807753_28807944_+|28815248_28815739_+|28816891_28816989_+|28818772_28818856_+|28819049_28819172_+|28820389_28820525_+|28823001_28823145_+|28824276_28824443_+|28824651_28824760_+|28826920_28827002_+|28831360_28831412_+|28831514_28831591_+
40905at7898	Single	CM081443.1_RagTag	67139748	67237299	+	4164	657	0.8485	1.0	0	40905at7898_1	67139749_67139773_+|67143364_67143537_+|67184013_67184164_+|67184966_67185103_+|67185212_67185363_+|67200004_67200115_+|67200766_67200855_+|67200926_67201118_+|67208466_67208629_+|67210471_67210725_+|67216359_67216554_+|67216639_67216877_+|67221355_67221488_+|67223177_67223263_+|67229102_67229254_+|67229392_67229505_+|67229589_67229684_+|67234269_67234454_+|67237265_67237299_+
40951at7898	Single	CM081440.1_RagTag	87573012	87598006	+	2184	472	0.66	0.8683834048640916	0	40951at7898_8	87573013_87573108_+|87573337_87573489_+|87577817_87578119_+|87578198_87578285_+|87582042_87582103_+|87582304_87582408_+|87582533_87582683_+|87588471_87588706_+|87589062_87589215_+|87593846_87593993_+|87597354_87597544_+|87597679_87597792_+|87597887_87598006_+
41033at7898	Single	CM081456.1_RagTag	42927694	43013367	+	2558	562	0.7162	1.0	0	41033at7898_8	42927695_42927743_+|42928360_42928450_+|42928616_42928700_+|42934631_42934706_+|42935566_42935607_+|42935701_42935824_+|42937933_42938170_+|42938262_42938424_+|42944567_42944696_+|42945797_42945851_+|42945936_42946028_+|42946147_42946224_+|42946550_42946585_+|42950961_42951023_+|42951373_42951438_+|42951533_42951669_+|42952270_42952405_+|42952539_42952699_+|43013172_43013367_+
41043at7898	Single	CM081438.1_RagTag	6077763	6200874	-	1620	442	0.5239	0.9577259475218659	0	41043at7898_3	6200805_6200874_-|6170288_6170489_-|6164102_6164241_-|6163685_6163757_-|6158819_6158872_-|6157409_6157466_-|6146103_6146393_-|6140677_6140741_-|6140430_6140588_-|6133134_6133229_-|6128302_6128500_-|6121204_6121309_-|6102504_6102636_-|6093606_6093708_-|6077764_6077936_-
41047at7898	Single	CM081450.1_RagTag	62305114	62353832	+	2504	549	0.7055	0.9865269461077845	0	41047at7898_7	62305115_62305219_+|62307118_62307189_+|62312483_62312587_+|62320040_62320099_+|62320184_62320288_+|62326145_62326250_+|62326350_62326430_+|62326696_62326901_+|62328390_62328525_+|62328653_62328760_+|62328881_62329031_+|62329132_62329300_+|62342412_62342627_+|62353352_62353490_+|62353603_62353832_+
41073at7898	Single	CM081441.1_RagTag	78417146	78600251	+	2851	539	0.8297	1.0	0	41073at7898_0	78417147_78417225_+|78471147_78471286_+|78494904_78494966_+|78507916_78508011_+|78508382_78508487_+|78520431_78520538_+|78525639_78525778_+|78526621_78526799_+|78536173_78536281_+|78536448_78536655_+|78588811_78588926_+|78589408_78589580_+|78594679_78594734_+|78599908_78600251_+
41134at7898	Duplicated	ptg002391l_RagTag	147616	165594	+	2695	500	0.8737	0.9536423841059603	0	41134at7898	147617_147730_+|153270_153401_+|154184_154306_+|154431_154789_+|156984_157138_+|157356_157541_+|164838_165111_+|165204_165594_+
41134at7898	Duplicated	CM081435.1_RagTag	57166547	57184611	-	2695	500	0.8737	0.9536423841059603	0	41134at7898	57184498_57184611_-|57178843_57178974_-|57177958_57178080_-|57177475_57177833_-|57175140_57175294_-|57174737_57174922_-|57167031_57167304_-|57166548_57166938_-
41149at7898	Duplicated	CM081442.1_RagTag	94057687	94081043	+	1994	472	0.6712	0.958904109589041	0	41149at7898_7	94057688_94057985_+|94061192_94061414_+|94062785_94062954_+|94063067_94063287_+|94064516_94064979_+|94067629_94067760_+|94080529_94080637_+|94080905_94081043_+
41149at7898	Duplicated	CM081442.1_RagTag	94134638	94157595	+	1988	472	0.6695	0.958904109589041	0	41149at7898_7	94134639_94134936_+|94138196_94138418_+|94139790_94139959_+|94140072_94140292_+|94141521_94141984_+|94144633_94144764_+|94157081_94157189_+|94157457_94157595_+
41156at7898	Duplicated	CM081437.1_RagTag	77435768	77468306	-	2265	471	0.7492	1.0	0	41156at7898_6	77468264_77468306_-|77459145_77459281_-|77440136_77440308_-|77437398_77437686_-|77436588_77437004_-|77435769_77436497_-
41156at7898	Duplicated	CM081437.1_RagTag	77631113	77660633	-	2265	471	0.7492	1.0	0	41156at7898_6	77660591_77660633_-|77652236_77652372_-|77635484_77635656_-|77632747_77633035_-|77631933_77632349_-|77631114_77631842_-
41165at7898	Single	CM081449.1_RagTag	64269210	64381467	-	2536	500	0.886	1.0	0	41165at7898_7	64381343_64381467_-|64379570_64379724_-|64376341_64376502_-|64318764_64318937_-|64310910_64311081_-|64306355_64306402_-|64290801_64290894_-|64289249_64289355_-|64288919_64289033_-|64275918_64276063_-|64273836_64273982_-|64269211_64269370_-
41171at7898	Single	CM081445.1_RagTag	79507484	79522128	+	2487	537	0.7815	1.0	0	41171at7898_0	79507485_79507576_+|79507666_79507750_+|79507828_79507869_+|79510043_79510135_+|79511423_79511470_+|79511553_79511616_+|79511762_79511880_+|79511967_79512044_+|79512133_79512214_+|79513888_79513969_+|79514063_79514241_+|79514405_79514484_+|79514567_79514644_+|79516202_79516381_+|79519908_79519988_+|79520275_79520384_+|79520605_79520671_+|79520921_79520993_+|79521977_79522128_+
41198at7898	Single	CM081449.1_RagTag	19883949	19902012	-	2684	571	0.752	0.9121037463976945	0	41198at7898_2	19901751_19902012_-|19898749_19898928_-|19898494_19898639_-|19898271_19898396_-|19897119_19897238_-|19893698_19893822_-|19891763_19891964_-|19887921_19888103_-|19887127_19887252_-|19883950_19884378_-
41246at7898	Single	CM081443.1_RagTag	21026121	21041472	+	2023	445	0.7262	0.9375	0	41246at7898_3	21026122_21026247_+|21026759_21026932_+|21027769_21027925_+|21028077_21028155_+|21028242_21028338_+|21028632_21028731_+|21031824_21031936_+|21032061_21032210_+|21033862_21033963_+|21034624_21034746_+|21040206_21040412_+|21041341_21041472_+
41264at7898	Single	CM081456.1_RagTag	38376966	38421003	+	2649	520	0.7445	0.997080291970803	0	41264at7898_9	38376967_38377009_+|38377654_38377719_+|38379425_38379556_+|38379728_38379948_+|38403068_38403153_+|38405842_38406092_+|38406543_38406708_+|38409680_38409797_+|38411569_38411715_+|38414469_38414543_+|38414636_38414753_+|38418003_38418071_+|38418148_38418252_+|38418471_38418561_+|38418989_38419097_+|38419223_38419323_+|38420856_38421003_+
41275at7898	Single	CM081439.1_RagTag	34327309	34344121	+	2534	615	0.5866	1.0	0	41275at7898_3	34327310_34327402_+|34327989_34328099_+|34330157_34330267_+|34330469_34330567_+|34331285_34331401_+|34332257_34332350_+|34332624_34332739_+|34332993_34333383_+|34333657_34333970_+|34334329_34334430_+|34334786_34334887_+|34335370_34335507_+|34342464_34342676_+|34342773_34342889_+|34343063_34343218_+|34343332_34343412_+|34343786_34343887_+|34343987_34344121_+
