GENE	obeta_ncbi	obeta_ragtag_ncbi	obeta_ragtag_tama
ENSCGOG00000002494	I	I	I
ENSCGOG00000012163	I	M	I
ENSCGOG00000000054	I	I	I
ENSCGOG00000009092	L	L	L
ENSCGOG00000010282	L	L	L
ENSCGOG00000006371	I	I	I
ENSCGOG00000010464	I	I	I
ENSCGOG00000008707	I	I	I
ENSCGOG00000002792	M	L	L
ENSCGOG00000011230	I	I	I
ENSCGOG00000022099	I	I	I
ENSCGOG00000015180	I	I	I
ENSCGOG00000015484	L	L	L
ENSCGOG00000004939	I	M	M
ENSCGOG00000009975	I	I	I
ENSCGOG00000005685	I	I	I
ENSCGOG00000017649	I	I	I
ENSCGOG00000010494	UL	UL	UL
ENSCGOG00000014525	I	I	I
ENSCGOG00000003111	L	L	L
ENSCGOG00000000413	L	L	L
ENSCGOG00000002025	I	I	I
ENSCGOG00000008423	UL	UL	UL
ENSCGOG00000019802	I	I	I
ENSCGOG00000000237	UL	UL	UL
ENSCGOG00000011058	I	I	I
ENSCGOG00000010701	L	L	L
ENSCGOG00000006623	I	I	I
ENSCGOG00000017592	I	I	I
ENSCGOG00000023189	I	I	I
ENSCGOG00000009111	I	I	I
ENSCGOG00000008222	I	I	I
ENSCGOG00000012765	I	I	I
ENSCGOG00000001292	I	I	I
ENSCGOG00000006777	UL	UL	UL
ENSCGOG00000012269	I	I	I
ENSCGOG00000008965	I	I	I
ENSCGOG00000013224	I	I	I
ENSCGOG00000016009	I	I	I
ENSCGOG00000022872	I	I	I
ENSCGOG00000016985	I	I	I
ENSCGOG00000018651	L	L	L
ENSCGOG00000008698	I	I	I
ENSCGOG00000007970	L	L	L
ENSCGOG00000003710	I	L	L
ENSCGOG00000019235	L	L	L
ENSCGOG00000016932	I	I	I
ENSCGOG00000006631	I	I	I
ENSCGOG00000017172	I	I	I
ENSCGOG00000017382	I	I	I
ENSCGOG00000013683	UL	UL	UL
ENSCGOG00000010006	I	I	I
ENSCGOG00000014021	UL	UL	UL
ENSCGOG00000021681	I	I	I
ENSCGOG00000017825	I	I	I
ENSCGOG00000022185	I	I	I
ENSCGOG00000006561	I	I	I
ENSCGOG00000001194	I	I	I
ENSCGOG00000004584	I	I	I
ENSCGOG00000016569	UL	UL	UL
ENSCGOG00000008977	UL	UL	UL
ENSCGOG00000020641	I	I	I
ENSCGOG00000017859	L	L	L
ENSCGOG00000005827	I	I	I
ENSCGOG00000017445	I	I	I
ENSCGOG00000008960	I	I	I
ENSCGOG00000019099	I	I	I
ENSCGOG00000017633	UL	UL	UL
ENSCGOG00000015164	I	I	I
ENSCGOG00000022600	L	L	L
ENSCGOG00000013706	I	I	I
ENSCGOG00000015569	UL	UL	UL
ENSCGOG00000014239	I	I	I
ENSCGOG00000022768	I	I	I
ENSCGOG00000005191	I	I	I
ENSCGOG00000024423	L	L	L
ENSCGOG00000005740	I	I	I
ENSCGOG00000018449	I	I	I
ENSCGOG00000002566	I	I	I
ENSCGOG00000015337	I	I	I
ENSCGOG00000018901	I	I	I
ENSCGOG00000014569	L	PG	PG
ENSCGOG00000017469	L	L	L
ENSCGOG00000019337	I	I	I
ENSCGOG00000014312	I	I	I
ENSCGOG00000012043	I	I	I
ENSCGOG00000011895	I	I	I
ENSCGOG00000019378	I	I	I
ENSCGOG00000002987	UL	UL	UL
ENSCGOG00000007303	I	I	I
ENSCGOG00000011085	L	L	L
ENSCGOG00000010509	UL	UL	UL
ENSCGOG00000018125	I	I	I
ENSCGOG00000015771	UL	UL	UL
ENSCGOG00000012257	I	I	I
ENSCGOG00000018662	UL	UL	UL
ENSCGOG00000019025	I	I	I
ENSCGOG00000003343	I	I	I
ENSCGOG00000013917	L	L	L
ENSCGOG00000006968	UL	UL	UL
ENSCGOG00000020846	I	I	I
ENSCGOG00000010485	I	I	I
ENSCGOG00000011369	UL	UL	UL
ENSCGOG00000017958	L	L	M
ENSCGOG00000021761	UL	UL	UL
ENSCGOG00000022238	I	I	I
ENSCGOG00000014917	I	I	I
ENSCGOG00000017625	I	I	I
ENSCGOG00000024518	L	L	L
ENSCGOG00000004943	I	I	I
ENSCGOG00000000197	PI	PI	PI
ENSCGOG00000013613	L	PG	PG
ENSCGOG00000022542	I	I	I
ENSCGOG00000005311	I	I	I
ENSCGOG00000008254	I	I	I
ENSCGOG00000008928	L	L	L
ENSCGOG00000009850	I	I	I
ENSCGOG00000002736	L	L	L
ENSCGOG00000021619	L	L	L
ENSCGOG00000007301	M	M	M
ENSCGOG00000000628	I	M	I
ENSCGOG00000019622	UL	UL	UL
ENSCGOG00000020891	I	I	I
ENSCGOG00000014233	I	I	I
ENSCGOG00000024035	L	L	L
ENSCGOG00000008831	I	I	I
ENSCGOG00000008986	I	UL	UL
ENSCGOG00000020827	I	I	I
ENSCGOG00000008367	I	I	I
ENSCGOG00000016442	I	I	I
ENSCGOG00000020633	I	I	I
ENSCGOG00000015229	UL	UL	UL
ENSCGOG00000010683	I	I	I
ENSCGOG00000000074	UL	UL	UL
ENSCGOG00000018390	I	I	I
ENSCGOG00000017299	I	I	I
ENSCGOG00000011154	I	L	L
ENSCGOG00000017228	I	I	I
ENSCGOG00000014209	L	L	L
ENSCGOG00000019536	I	I	I
ENSCGOG00000020867	I	UL	UL
ENSCGOG00000002932	UL	UL	UL
ENSCGOG00000005590	I	I	I
ENSCGOG00000009720	M	M	M
ENSCGOG00000004221	I	I	I
ENSCGOG00000003492	I	I	I
ENSCGOG00000011064	UL	UL	UL
ENSCGOG00000003262	I	I	I
ENSCGOG00000001395	I	I	I
ENSCGOG00000006050	I	I	I
ENSCGOG00000019329	I	I	I
ENSCGOG00000005571	I	I	I
ENSCGOG00000024508	I	I	I
ENSCGOG00000011593	M	M	M
ENSCGOG00000011164	I	I	I
ENSCGOG00000005948	UL	UL	UL
ENSCGOG00000024183	I	I	I
ENSCGOG00000018631	I	I	I
ENSCGOG00000002294	I	I	I
ENSCGOG00000022977	I	UL	I
ENSCGOG00000016833	I	I	I
ENSCGOG00000003763	I	I	I
ENSCGOG00000005564	I	I	I
ENSCGOG00000023152	I	I	I
ENSCGOG00000010429	I	I	I
ENSCGOG00000017185	L	L	L
ENSCGOG00000021390	I	I	I
ENSCGOG00000015105	I	UL	UL
ENSCGOG00000010440	L	L	L
ENSCGOG00000019121	L	UL	L
ENSCGOG00000010439	L	L	M
ENSCGOG00000003699	I	I	I
ENSCGOG00000000393	I	I	I
ENSCGOG00000011559	I	I	I
ENSCGOG00000013750	L	L	L
ENSCGOG00000011793	I	I	I
ENSCGOG00000013998	I	I	I
ENSCGOG00000013978	L	L	L
ENSCGOG00000021528	I	I	I
ENSCGOG00000023173	UL	UL	UL
ENSCGOG00000007599	I	I	I
ENSCGOG00000013894	I	I	I
ENSCGOG00000008970	UL	UL	UL
ENSCGOG00000020000	I	I	I
ENSCGOG00000017392	L	L	L
ENSCGOG00000008686	L	M	M
ENSCGOG00000003417	L	L	L
ENSCGOG00000014959	L	L	L
ENSCGOG00000010036	I	I	I
ENSCGOG00000009942	L	L	L
ENSCGOG00000004638	I	I	I
ENSCGOG00000011671	I	I	I
ENSCGOG00000003385	I	I	I
ENSCGOG00000010412	I	I	I
ENSCGOG00000020166	L	L	L
ENSCGOG00000015995	I	I	I
ENSCGOG00000008000	I	I	I
ENSCGOG00000014631	UL	UL	UL
ENSCGOG00000002186	L	L	L
ENSCGOG00000014360	I	I	I
ENSCGOG00000020235	PG	PG	PG
ENSCGOG00000023396	I	I	I
ENSCGOG00000018455	I	I	I
ENSCGOG00000013913	I	I	I
ENSCGOG00000000723	I	I	I
ENSCGOG00000012028	I	I	I
ENSCGOG00000005618	I	I	I
ENSCGOG00000008767	I	I	I
ENSCGOG00000020852	I	I	I
ENSCGOG00000021146	I	I	I
ENSCGOG00000005772	I	I	I
ENSCGOG00000020461	I	M	M
ENSCGOG00000013831	I	I	I
ENSCGOG00000021787	I	I	I
ENSCGOG00000005788	I	I	I
ENSCGOG00000011444	I	I	I
ENSCGOG00000021187	I	I	L
ENSCGOG00000023459	I	I	I
ENSCGOG00000019353	L	L	L
ENSCGOG00000007136	I	I	I
ENSCGOG00000013458	I	I	I
ENSCGOG00000013021	UL	UL	UL
ENSCGOG00000006351	UL	UL	L
ENSCGOG00000014328	I	I	I
ENSCGOG00000002605	I	I	I
ENSCGOG00000003395	M	M	M
ENSCGOG00000014731	L	PM	PG
ENSCGOG00000007786	I	I	I
ENSCGOG00000008516	I	I	I
ENSCGOG00000002427	UL	UL	UL
ENSCGOG00000003774	L	L	L
ENSCGOG00000013229	I	I	I
ENSCGOG00000015893	I	I	I
ENSCGOG00000005770	I	I	I
ENSCGOG00000003049	I	I	I
ENSCGOG00000004243	I	I	I
ENSCGOG00000004801	I	I	I
ENSCGOG00000016762	UL	UL	UL
ENSCGOG00000000939	L	L	L
ENSCGOG00000002495	I	I	I
ENSCGOG00000012086	I	I	I
ENSCGOG00000020869	I	M	I
ENSCGOG00000009223	I	I	I
ENSCGOG00000020444	I	I	I
ENSCGOG00000002974	I	I	I
ENSCGOG00000011887	I	I	I
ENSCGOG00000018105	I	I	I
ENSCGOG00000003657	I	I	I
ENSCGOG00000003863	L	L	L
ENSCGOG00000008609	PI	PI	PI
ENSCGOG00000014787	UL	UL	UL
ENSCGOG00000004869	I	I	I
ENSCGOG00000018620	I	I	I
ENSCGOG00000023661	I	I	I
ENSCGOG00000014947	L	L	L
ENSCGOG00000016955	L	L	L
ENSCGOG00000011407	I	I	I
ENSCGOG00000019884	I	UL	UL
ENSCGOG00000024467	L	L	L
ENSCGOG00000016117	I	I	I
ENSCGOG00000019698	I	I	I
ENSCGOG00000016278	I	I	I
ENSCGOG00000020109	I	I	I
ENSCGOG00000022655	L	L	L
ENSCGOG00000017969	I	I	I
ENSCGOG00000013890	I	PI	PI
ENSCGOG00000017623	I	I	I
ENSCGOG00000015790	I	I	I
ENSCGOG00000015234	I	I	I
ENSCGOG00000000397	L	L	L
ENSCGOG00000019265	I	I	I
ENSCGOG00000007291	I	I	I
ENSCGOG00000022441	I	I	I
ENSCGOG00000005462	I	I	I
ENSCGOG00000002740	L	M	M
ENSCGOG00000007245	I	I	I
ENSCGOG00000020170	I	I	I
ENSCGOG00000011883	L	L	L
ENSCGOG00000009701	I	I	I
ENSCGOG00000017520	I	I	I
ENSCGOG00000002453	I	I	I
ENSCGOG00000019165	I	I	I
ENSCGOG00000009184	I	I	I
ENSCGOG00000023091	I	I	I
ENSCGOG00000003152	I	I	I
ENSCGOG00000022919	I	I	I
ENSCGOG00000021035	I	I	I
ENSCGOG00000007929	I	I	I
ENSCGOG00000000215	I	I	I
ENSCGOG00000020063	I	I	I
ENSCGOG00000010012	I	I	I
ENSCGOG00000010591	I	I	I
ENSCGOG00000021108	L	L	UL
ENSCGOG00000020371	L	L	L
ENSCGOG00000023815	L	L	L
ENSCGOG00000021344	I	I	I
ENSCGOG00000023325	I	I	I
ENSCGOG00000000355	L	L	M
ENSCGOG00000007730	I	I	I
ENSCGOG00000011932	I	I	I
ENSCGOG00000022314	UL	UL	UL
ENSCGOG00000003141	L	L	L
ENSCGOG00000016476	I	I	I
ENSCGOG00000023221	I	I	I
ENSCGOG00000015727	I	I	I
ENSCGOG00000004643	L	I	I
ENSCGOG00000005962	UL	UL	UL
ENSCGOG00000011239	I	I	I
ENSCGOG00000021943	M	PG	PG
ENSCGOG00000013235	I	I	I
ENSCGOG00000017915	I	I	I
ENSCGOG00000006126	I	I	I
ENSCGOG00000014000	I	I	I
ENSCGOG00000012833	I	I	I
ENSCGOG00000000159	I	I	I
ENSCGOG00000000926	I	I	I
ENSCGOG00000017198	I	I	I
ENSCGOG00000017489	L	PM	PM
ENSCGOG00000021087	UL	UL	UL
ENSCGOG00000013535	I	I	I
ENSCGOG00000012646	I	I	I
ENSCGOG00000023333	I	I	I
ENSCGOG00000000518	L	L	L
ENSCGOG00000014706	I	L	L
ENSCGOG00000002000	L	L	L
ENSCGOG00000001225	L	M	M
ENSCGOG00000009303	I	I	I
ENSCGOG00000021664	UL	UL	UL
ENSCGOG00000008613	I	I	I
ENSCGOG00000018428	I	I	I
ENSCGOG00000023673	I	I	I
ENSCGOG00000007081	I	UL	UL
ENSCGOG00000021416	I	I	I
ENSCGOG00000019629	I	I	I
ENSCGOG00000007392	I	I	I
ENSCGOG00000023053	L	L	L
ENSCGOG00000010818	L	L	M
ENSCGOG00000014841	I	I	I
ENSCGOG00000010384	I	I	I
ENSCGOG00000014142	I	I	I
ENSCGOG00000015997	L	L	L
ENSCGOG00000012282	I	L	L
ENSCGOG00000017719	I	I	I
ENSCGOG00000006665	I	UL	UL
ENSCGOG00000007543	L	L	L
ENSCGOG00000019878	UL	UL	UL
ENSCGOG00000023403	I	I	I
ENSCGOG00000013852	I	I	I
ENSCGOG00000012042	L	L	L
ENSCGOG00000014935	I	I	I
ENSCGOG00000000252	L	L	M
ENSCGOG00000017082	L	M	L
ENSCGOG00000013255	I	I	I
ENSCGOG00000008201	I	I	I
ENSCGOG00000020986	I	I	I
ENSCGOG00000019467	I	I	I
ENSCGOG00000023105	I	I	I
ENSCGOG00000018154	L	L	M
ENSCGOG00000017975	L	L	L
ENSCGOG00000018616	I	I	I
ENSCGOG00000002610	I	I	I
ENSCGOG00000024225	I	I	I
ENSCGOG00000005432	I	I	I
ENSCGOG00000000479	I	I	I
ENSCGOG00000008475	L	M	L
ENSCGOG00000017540	I	I	I
ENSCGOG00000003088	L	L	L
ENSCGOG00000024721	I	I	I
ENSCGOG00000007430	I	I	I
ENSCGOG00000002511	L	L	L
ENSCGOG00000009966	L	L	L
ENSCGOG00000009024	I	I	I
ENSCGOG00000021405	I	I	I
ENSCGOG00000020701	I	I	I
ENSCGOG00000020952	I	I	I
ENSCGOG00000020188	I	I	I
ENSCGOG00000022407	I	I	I
ENSCGOG00000003228	I	I	I
ENSCGOG00000006783	I	I	I
ENSCGOG00000014732	I	I	I
ENSCGOG00000023437	I	I	I
ENSCGOG00000007520	L	L	L
ENSCGOG00000003865	I	I	I
ENSCGOG00000006590	I	I	I
ENSCGOG00000019729	UL	UL	UL
ENSCGOG00000004125	I	I	I
ENSCGOG00000023533	I	I	I
ENSCGOG00000005144	I	I	I
ENSCGOG00000001078	I	I	I
ENSCGOG00000002516	I	I	I
ENSCGOG00000012094	UL	UL	UL
ENSCGOG00000023942	I	I	I
ENSCGOG00000002840	I	I	I
ENSCGOG00000010159	I	I	I
ENSCGOG00000021292	I	I	I
ENSCGOG00000004108	L	L	M
ENSCGOG00000017399	I	I	I
ENSCGOG00000005598	I	I	I
ENSCGOG00000005753	L	M	L
ENSCGOG00000017807	UL	UL	UL
ENSCGOG00000006002	I	I	I
ENSCGOG00000019437	UL	UL	UL
ENSCGOG00000019792	I	I	I
ENSCGOG00000017479	I	I	I
ENSCGOG00000023885	I	I	I
ENSCGOG00000009153	I	I	I
ENSCGOG00000017604	I	I	I
ENSCGOG00000020957	I	I	I
ENSCGOG00000021893	I	I	I
ENSCGOG00000000580	I	I	I
ENSCGOG00000009653	I	I	I
ENSCGOG00000018115	I	I	I
ENSCGOG00000015487	I	I	I
ENSCGOG00000010350	I	I	I
ENSCGOG00000019222	I	I	I
ENSCGOG00000024559	I	I	I
ENSCGOG00000000913	I	I	I
ENSCGOG00000007596	UL	UL	UL
ENSCGOG00000019167	I	I	I
ENSCGOG00000020755	L	L	L
ENSCGOG00000015988	L	M	L
ENSCGOG00000011373	I	I	I
ENSCGOG00000024545	L	L	L
ENSCGOG00000004602	I	I	I
ENSCGOG00000006207	I	I	I
ENSCGOG00000014675	I	I	I
ENSCGOG00000014769	UL	UL	UL
ENSCGOG00000010670	I	I	I
ENSCGOG00000017743	I	I	I
ENSCGOG00000006608	UL	UL	UL
ENSCGOG00000007664	UL	UL	UL
ENSCGOG00000001178	I	I	I
ENSCGOG00000016100	UL	UL	UL
ENSCGOG00000006521	I	I	I
ENSCGOG00000003602	I	I	I
ENSCGOG00000019900	I	I	I
ENSCGOG00000006818	I	I	I
ENSCGOG00000004238	I	I	I
ENSCGOG00000023408	I	I	I
ENSCGOG00000004249	I	I	I
ENSCGOG00000014030	L	L	L
ENSCGOG00000005402	I	I	M
ENSCGOG00000016237	UL	UL	UL
ENSCGOG00000017204	UL	UL	UL
ENSCGOG00000022678	I	I	I
ENSCGOG00000002794	UL	UL	UL
ENSCGOG00000006677	I	I	I
ENSCGOG00000023481	I	I	I
ENSCGOG00000023560	I	I	I
ENSCGOG00000000180	I	I	I
ENSCGOG00000007566	I	I	I
ENSCGOG00000015391	I	I	I
ENSCGOG00000011083	L	L	L
ENSCGOG00000016148	UL	UL	UL
ENSCGOG00000004982	I	I	I
ENSCGOG00000013863	I	I	I
ENSCGOG00000008648	I	I	I
ENSCGOG00000011319	I	I	I
ENSCGOG00000011186	I	I	I
ENSCGOG00000017672	I	I	I
ENSCGOG00000022948	I	I	I
ENSCGOG00000003552	L	L	L
ENSCGOG00000012439	I	I	I
ENSCGOG00000019412	M	M	M
ENSCGOG00000018708	I	I	I
ENSCGOG00000005851	I	I	I
ENSCGOG00000009736	I	I	I
ENSCGOG00000017432	I	I	I
ENSCGOG00000006944	I	I	I
ENSCGOG00000006373	L	L	L
ENSCGOG00000017896	I	I	I
ENSCGOG00000008703	I	I	I
ENSCGOG00000003012	I	I	I
ENSCGOG00000012571	I	I	I
ENSCGOG00000010760	I	I	I
ENSCGOG00000023959	L	L	L
ENSCGOG00000004236	PG	PG	PG
ENSCGOG00000014468	I	L	L
ENSCGOG00000009910	I	I	I
ENSCGOG00000014262	I	I	I
ENSCGOG00000004825	I	I	I
ENSCGOG00000010958	I	I	I
ENSCGOG00000004732	I	I	I
ENSCGOG00000008167	I	I	I
ENSCGOG00000002584	I	I	I
ENSCGOG00000016091	I	I	I
ENSCGOG00000002109	I	I	I
ENSCGOG00000012599	UL	UL	UL
ENSCGOG00000023065	I	I	I
ENSCGOG00000013554	I	I	I
ENSCGOG00000015097	I	I	M
ENSCGOG00000016756	M	M	PG
ENSCGOG00000012433	L	L	L
ENSCGOG00000000273	I	I	I
ENSCGOG00000015434	I	I	I
ENSCGOG00000001082	UL	UL	UL
ENSCGOG00000001055	UL	UL	UL
ENSCGOG00000001612	I	I	I
ENSCGOG00000013356	I	I	I
ENSCGOG00000015811	I	I	I
ENSCGOG00000010801	I	I	I
ENSCGOG00000008854	I	I	L
ENSCGOG00000016331	I	I	I
ENSCGOG00000008461	L	L	L
ENSCGOG00000005777	UL	UL	UL
ENSCGOG00000010820	PI	UL	M
ENSCGOG00000010624	I	I	I
ENSCGOG00000014606	I	I	I
ENSCGOG00000008200	I	I	I
ENSCGOG00000009865	I	I	I
ENSCGOG00000019055	I	I	I
ENSCGOG00000022782	I	I	I
ENSCGOG00000020513	I	I	I
ENSCGOG00000001684	UL	UL	UL
ENSCGOG00000007524	I	I	I
ENSCGOG00000015691	L	L	L
ENSCGOG00000015225	UL	UL	UL
ENSCGOG00000016515	L	L	L
ENSCGOG00000014961	I	I	I
ENSCGOG00000000584	I	I	I
ENSCGOG00000005357	L	L	L
ENSCGOG00000019362	I	I	I
ENSCGOG00000009965	I	I	I
ENSCGOG00000013562	UL	UL	UL
ENSCGOG00000020356	I	I	I
ENSCGOG00000003839	I	I	I
ENSCGOG00000018472	I	I	I
ENSCGOG00000021596	L	L	L
ENSCGOG00000017192	I	I	I
ENSCGOG00000005418	I	I	I
ENSCGOG00000012011	I	I	I
ENSCGOG00000002685	I	I	I
ENSCGOG00000014765	I	I	I
ENSCGOG00000003440	I	I	I
ENSCGOG00000012823	I	I	I
ENSCGOG00000000442	I	UL	UL
ENSCGOG00000003235	I	I	I
ENSCGOG00000018981	L	L	L
ENSCGOG00000002530	I	I	I
ENSCGOG00000019079	I	I	I
ENSCGOG00000001215	I	I	I
ENSCGOG00000019595	I	UL	UL
ENSCGOG00000021715	I	I	I
ENSCGOG00000021874	I	I	I
ENSCGOG00000001726	L	M	M
ENSCGOG00000019386	L	L	L
ENSCGOG00000012638	I	I	I
ENSCGOG00000017171	I	I	I
ENSCGOG00000006347	UL	UL	UL
ENSCGOG00000017684	UL	UL	UL
ENSCGOG00000016393	L	L	L
ENSCGOG00000019587	I	I	I
ENSCGOG00000017866	I	I	I
ENSCGOG00000017359	I	I	I
ENSCGOG00000005593	I	I	I
ENSCGOG00000013677	I	I	I
ENSCGOG00000024342	L	L	M
ENSCGOG00000012147	I	I	I
ENSCGOG00000017911	I	UL	UL
ENSCGOG00000018090	L	UL	L
ENSCGOG00000008098	I	I	I
ENSCGOG00000009280	I	I	I
ENSCGOG00000019442	I	I	I
ENSCGOG00000002924	I	I	I
ENSCGOG00000019062	I	I	I
ENSCGOG00000011451	I	I	I
ENSCGOG00000002813	I	I	I
ENSCGOG00000006116	I	I	I
ENSCGOG00000004547	I	I	I
ENSCGOG00000000483	UL	UL	UL
ENSCGOG00000007075	I	I	I
ENSCGOG00000010380	UL	UL	UL
ENSCGOG00000002979	I	I	I
ENSCGOG00000011646	I	I	I
ENSCGOG00000001667	I	I	I
ENSCGOG00000015531	I	I	I
ENSCGOG00000018611	I	I	I
ENSCGOG00000017055	I	I	I
ENSCGOG00000014240	I	I	I
ENSCGOG00000013736	UL	PI	PI
ENSCGOG00000001033	I	I	I
ENSCGOG00000013685	L	L	L
ENSCGOG00000004485	L	L	L
ENSCGOG00000017651	L	L	PM
ENSCGOG00000009108	L	L	L
ENSCGOG00000003525	UL	L	UL
ENSCGOG00000009078	I	I	I
ENSCGOG00000001327	PI	M	M
ENSCGOG00000005137	I	I	I
ENSCGOG00000018973	I	I	I
ENSCGOG00000005138	I	I	I
ENSCGOG00000010579	I	I	I
ENSCGOG00000004139	I	I	I
ENSCGOG00000023605	PI	PI	PI
ENSCGOG00000007908	I	I	I
ENSCGOG00000014612	UL	UL	UL
ENSCGOG00000004360	I	I	I
ENSCGOG00000021763	I	I	I
ENSCGOG00000012287	I	I	I
ENSCGOG00000013636	L	L	L
ENSCGOG00000021032	I	I	I
ENSCGOG00000006829	I	I	I
ENSCGOG00000005983	I	L	L
ENSCGOG00000002536	UL	UL	UL
ENSCGOG00000009194	UL	UL	UL
ENSCGOG00000018443	I	I	UL
ENSCGOG00000002957	I	I	I
ENSCGOG00000019562	L	I	I
ENSCGOG00000005136	I	I	I
ENSCGOG00000004856	I	I	I
ENSCGOG00000016539	I	I	I
ENSCGOG00000018504	L	L	L
ENSCGOG00000005596	I	I	I
ENSCGOG00000009096	I	I	I
ENSCGOG00000019478	I	I	I
ENSCGOG00000004369	L	PI	L
ENSCGOG00000005963	I	I	I
ENSCGOG00000019721	I	I	I
ENSCGOG00000007144	I	I	I
ENSCGOG00000015407	I	I	I
ENSCGOG00000000337	I	I	I
ENSCGOG00000008608	I	I	I
ENSCGOG00000006632	I	I	I
ENSCGOG00000008722	L	L	L
ENSCGOG00000015368	L	L	L
ENSCGOG00000009138	UL	M	M
ENSCGOG00000014490	UL	UL	L
ENSCGOG00000016089	I	I	I
ENSCGOG00000002661	I	I	I
ENSCGOG00000018347	I	I	I
ENSCGOG00000014162	L	L	L
ENSCGOG00000013083	PG	PM	PM
ENSCGOG00000010916	UL	UL	UL
ENSCGOG00000014685	I	I	I
ENSCGOG00000000974	I	I	I
ENSCGOG00000009576	L	I	I
ENSCGOG00000013763	I	I	I
ENSCGOG00000014812	L	L	L
ENSCGOG00000023590	I	I	I
ENSCGOG00000017291	I	I	I
ENSCGOG00000007622	I	I	I
ENSCGOG00000009738	I	I	I
ENSCGOG00000016287	UL	UL	UL
ENSCGOG00000013541	I	I	I
ENSCGOG00000000454	I	I	I
ENSCGOG00000009443	PM	M	M
ENSCGOG00000020563	I	I	I
ENSCGOG00000001727	UL	UL	UL
ENSCGOG00000012683	I	I	I
ENSCGOG00000001607	I	I	I
ENSCGOG00000013055	PI	UL	UL
ENSCGOG00000016766	I	I	I
ENSCGOG00000001611	UL	UL	UL
ENSCGOG00000022343	I	I	I
ENSCGOG00000005269	I	I	I
ENSCGOG00000009060	UL	UL	UL
ENSCGOG00000000408	UL	UL	UL
ENSCGOG00000020422	UL	UL	UL
ENSCGOG00000009427	I	I	I
ENSCGOG00000006194	I	I	I
ENSCGOG00000013246	I	I	I
ENSCGOG00000021988	I	I	I
ENSCGOG00000020217	L	L	L
ENSCGOG00000010442	L	L	L
ENSCGOG00000024011	I	I	I
ENSCGOG00000018137	I	I	I
ENSCGOG00000024693	I	I	I
ENSCGOG00000009811	L	M	M
ENSCGOG00000003231	I	I	I
ENSCGOG00000011553	L	L	L
ENSCGOG00000000986	I	I	I
ENSCGOG00000015880	I	UL	I
ENSCGOG00000007191	I	I	I
ENSCGOG00000005898	UL	UL	UL
ENSCGOG00000023690	I	I	I
ENSCGOG00000018618	I	I	I
ENSCGOG00000022357	I	I	I
ENSCGOG00000009851	I	I	I
ENSCGOG00000014930	I	I	I
ENSCGOG00000012299	I	L	I
ENSCGOG00000002936	I	I	I
ENSCGOG00000021461	I	I	I
ENSCGOG00000024435	I	I	I
ENSCGOG00000016181	L	L	PG
ENSCGOG00000023456	I	I	I
ENSCGOG00000016152	L	I	I
ENSCGOG00000007408	I	I	I
ENSCGOG00000023928	I	I	I
ENSCGOG00000022198	UL	UL	UL
ENSCGOG00000015574	I	I	I
ENSCGOG00000009834	UL	UL	UL
ENSCGOG00000009989	I	I	I
ENSCGOG00000012643	I	I	I
ENSCGOG00000016297	L	PG	PG
ENSCGOG00000010629	L	L	L
ENSCGOG00000002653	I	I	I
ENSCGOG00000007253	I	I	I
ENSCGOG00000010299	L	UL	UL
ENSCGOG00000018444	L	L	L
ENSCGOG00000001524	I	I	I
ENSCGOG00000001030	I	I	I
ENSCGOG00000017316	UL	UL	UL
ENSCGOG00000015823	I	I	I
ENSCGOG00000001590	UL	UL	UL
ENSCGOG00000012081	I	I	I
ENSCGOG00000017551	I	UL	UL
ENSCGOG00000013208	I	I	I
ENSCGOG00000018312	I	I	I
ENSCGOG00000020918	UL	UL	UL
ENSCGOG00000024156	I	I	I
ENSCGOG00000021321	I	I	I
ENSCGOG00000006700	I	I	I
ENSCGOG00000011469	L	L	L
ENSCGOG00000011543	I	I	I
ENSCGOG00000006621	I	I	I
ENSCGOG00000005539	I	I	I
ENSCGOG00000018820	I	I	I
ENSCGOG00000011654	UL	UL	UL
ENSCGOG00000010886	UL	UL	UL
ENSCGOG00000016028	L	L	L
ENSCGOG00000007435	L	L	L
ENSCGOG00000022608	I	I	I
ENSCGOG00000006827	UL	UL	UL
ENSCGOG00000004853	PG	PG	PG
ENSCGOG00000024630	L	L	L
ENSCGOG00000012401	L	L	L
ENSCGOG00000005542	I	I	I
ENSCGOG00000000330	UL	UL	UL
ENSCGOG00000003290	I	I	I
ENSCGOG00000011865	I	I	I
ENSCGOG00000012685	I	I	I
ENSCGOG00000010773	L	L	L
ENSCGOG00000019647	L	L	L
ENSCGOG00000015973	I	I	I
ENSCGOG00000013974	I	I	I
ENSCGOG00000006035	I	I	I
ENSCGOG00000020829	I	I	I
ENSCGOG00000019249	I	I	I
ENSCGOG00000005509	I	I	I
ENSCGOG00000021153	UL	UL	UL
ENSCGOG00000010192	I	I	I
ENSCGOG00000023733	M	M	M
ENSCGOG00000019321	UL	UL	UL
ENSCGOG00000006545	L	L	L
ENSCGOG00000003840	I	I	I
ENSCGOG00000023202	I	I	I
ENSCGOG00000019798	I	I	I
ENSCGOG00000004812	L	L	L
ENSCGOG00000013196	I	I	I
ENSCGOG00000017845	I	I	I
ENSCGOG00000018784	UL	I	I
ENSCGOG00000023771	I	I	I
ENSCGOG00000016917	I	I	I
ENSCGOG00000013926	I	I	I
ENSCGOG00000016780	I	I	I
ENSCGOG00000004262	UL	L	L
ENSCGOG00000021711	I	I	I
