Gene stable ID	Transcript stable ID
ENSCGOG00000010278	ENSCGOT00000030587
ENSCGOG00000010278	ENSCGOT00000030842
ENSCGOG00000010278	ENSCGOT00000030847
ENSCGOG00000010278	ENSCGOT00000030927
ENSCGOG00000010279	ENSCGOT00000023051
ENSCGOG00000010280	ENSCGOT00000023054
ENSCGOG00000010281	ENSCGOT00000023059
ENSCGOG00000010282	ENSCGOT00000023061
ENSCGOG00000010283	ENSCGOT00000023067
ENSCGOG00000010283	ENSCGOT00000023078
ENSCGOG00000010284	ENSCGOT00000023070
ENSCGOG00000010284	ENSCGOT00000023073
ENSCGOG00000010285	ENSCGOT00000023247
ENSCGOG00000010285	ENSCGOT00000023260
ENSCGOG00000010286	ENSCGOT00000023076
ENSCGOG00000010286	ENSCGOT00000023082
ENSCGOG00000010287	ENSCGOT00000023080
ENSCGOG00000010288	ENSCGOT00000023085
ENSCGOG00000010289	ENSCGOT00000023097
ENSCGOG00000010290	ENSCGOT00000023096
ENSCGOG00000010291	ENSCGOT00000023125
ENSCGOG00000010291	ENSCGOT00000023140
ENSCGOG00000010292	ENSCGOT00000023095
ENSCGOG00000010293	ENSCGOT00000023098
ENSCGOG00000010294	ENSCGOT00000023106
ENSCGOG00000010294	ENSCGOT00000023109
ENSCGOG00000010295	ENSCGOT00000023101
ENSCGOG00000010296	ENSCGOT00000023815
ENSCGOG00000010296	ENSCGOT00000023827
ENSCGOG00000010296	ENSCGOT00000023868
ENSCGOG00000010296	ENSCGOT00000023876
ENSCGOG00000010297	ENSCGOT00000023108
ENSCGOG00000010298	ENSCGOT00000023245
ENSCGOG00000010298	ENSCGOT00000023261
ENSCGOG00000010299	ENSCGOT00000023111
ENSCGOG00000010300	ENSCGOT00000023113
ENSCGOG00000010301	ENSCGOT00000023110
ENSCGOG00000010302	ENSCGOT00000023304
ENSCGOG00000010302	ENSCGOT00000023334
ENSCGOG00000010303	ENSCGOT00000023117
ENSCGOG00000010304	ENSCGOT00000023120
ENSCGOG00000010305	ENSCGOT00000023121
ENSCGOG00000010305	ENSCGOT00000023122
ENSCGOG00000010305	ENSCGOT00000023124
ENSCGOG00000010305	ENSCGOT00000023126
ENSCGOG00000010305	ENSCGOT00000023134
ENSCGOG00000010305	ENSCGOT00000023142
ENSCGOG00000010305	ENSCGOT00000023144
ENSCGOG00000010305	ENSCGOT00000023145
ENSCGOG00000010306	ENSCGOT00000023234
ENSCGOG00000010306	ENSCGOT00000023248
ENSCGOG00000010307	ENSCGOT00000023129
ENSCGOG00000010307	ENSCGOT00000023139
ENSCGOG00000010307	ENSCGOT00000023146
ENSCGOG00000010307	ENSCGOT00000023153
ENSCGOG00000010308	ENSCGOT00000023135
ENSCGOG00000010309	ENSCGOT00000023202
ENSCGOG00000010309	ENSCGOT00000023206
ENSCGOG00000010310	ENSCGOT00000023150
ENSCGOG00000010311	ENSCGOT00000023152
ENSCGOG00000010312	ENSCGOT00000023154
ENSCGOG00000010313	ENSCGOT00000023156
ENSCGOG00000010314	ENSCGOT00000023158
ENSCGOG00000010315	ENSCGOT00000023161
ENSCGOG00000010316	ENSCGOT00000023159
ENSCGOG00000010317	ENSCGOT00000023160
ENSCGOG00000010318	ENSCGOT00000023715
ENSCGOG00000010318	ENSCGOT00000023773
ENSCGOG00000010318	ENSCGOT00000023799
ENSCGOG00000010319	ENSCGOT00000023163
ENSCGOG00000010320	ENSCGOT00000023489
ENSCGOG00000010320	ENSCGOT00000023583
ENSCGOG00000010320	ENSCGOT00000023633
ENSCGOG00000010320	ENSCGOT00000023636
ENSCGOG00000010321	ENSCGOT00000023165
ENSCGOG00000010322	ENSCGOT00000023755
ENSCGOG00000010322	ENSCGOT00000023761
ENSCGOG00000010322	ENSCGOT00000023816
ENSCGOG00000010322	ENSCGOT00000023823
ENSCGOG00000010322	ENSCGOT00000023888
ENSCGOG00000010322	ENSCGOT00000023895
ENSCGOG00000010323	ENSCGOT00000023209
ENSCGOG00000010323	ENSCGOT00000023221
ENSCGOG00000010323	ENSCGOT00000023224
ENSCGOG00000010324	ENSCGOT00000023166
ENSCGOG00000010325	ENSCGOT00000023183
ENSCGOG00000010325	ENSCGOT00000023190
ENSCGOG00000010325	ENSCGOT00000023203
ENSCGOG00000010326	ENSCGOT00000023168
ENSCGOG00000010327	ENSCGOT00000023170
ENSCGOG00000010327	ENSCGOT00000023172
ENSCGOG00000010328	ENSCGOT00000023719
ENSCGOG00000010328	ENSCGOT00000024235
ENSCGOG00000010328	ENSCGOT00000024405
ENSCGOG00000010328	ENSCGOT00000024827
ENSCGOG00000010328	ENSCGOT00000024855
ENSCGOG00000010328	ENSCGOT00000024886
ENSCGOG00000010328	ENSCGOT00000024891
ENSCGOG00000010328	ENSCGOT00000024896
ENSCGOG00000010328	ENSCGOT00000024942
ENSCGOG00000010328	ENSCGOT00000025036
ENSCGOG00000010329	ENSCGOT00000023173
ENSCGOG00000010329	ENSCGOT00000023176
ENSCGOG00000010329	ENSCGOT00000023184
ENSCGOG00000010329	ENSCGOT00000023188
ENSCGOG00000010329	ENSCGOT00000023194
ENSCGOG00000010329	ENSCGOT00000023205
ENSCGOG00000010329	ENSCGOT00000023213
ENSCGOG00000010329	ENSCGOT00000023219
ENSCGOG00000010329	ENSCGOT00000023229
ENSCGOG00000010329	ENSCGOT00000023242
ENSCGOG00000010330	ENSCGOT00000025223
ENSCGOG00000010330	ENSCGOT00000025362
ENSCGOG00000010330	ENSCGOT00000025449
ENSCGOG00000010330	ENSCGOT00000025490
ENSCGOG00000010330	ENSCGOT00000025660
ENSCGOG00000010330	ENSCGOT00000025665
ENSCGOG00000010330	ENSCGOT00000025700
ENSCGOG00000010330	ENSCGOT00000025738
ENSCGOG00000010330	ENSCGOT00000025851
ENSCGOG00000010331	ENSCGOT00000023522
ENSCGOG00000010331	ENSCGOT00000023554
ENSCGOG00000010331	ENSCGOT00000023584
ENSCGOG00000010331	ENSCGOT00000023590
ENSCGOG00000010331	ENSCGOT00000023607
ENSCGOG00000010331	ENSCGOT00000023615
ENSCGOG00000010332	ENSCGOT00000023179
ENSCGOG00000010332	ENSCGOT00000023180
ENSCGOG00000010332	ENSCGOT00000023182
ENSCGOG00000010333	ENSCGOT00000025333
ENSCGOG00000010333	ENSCGOT00000025356
ENSCGOG00000010333	ENSCGOT00000025455
ENSCGOG00000010333	ENSCGOT00000025569
ENSCGOG00000010333	ENSCGOT00000025571
ENSCGOG00000010333	ENSCGOT00000025584
ENSCGOG00000010334	ENSCGOT00000023195
ENSCGOG00000010335	ENSCGOT00000023191
ENSCGOG00000010336	ENSCGOT00000023198
ENSCGOG00000010337	ENSCGOT00000023200
ENSCGOG00000010338	ENSCGOT00000023199
ENSCGOG00000010338	ENSCGOT00000023201
ENSCGOG00000010339	ENSCGOT00000023228
ENSCGOG00000010340	ENSCGOT00000023214
ENSCGOG00000010341	ENSCGOT00000023210
ENSCGOG00000010342	ENSCGOT00000023207
ENSCGOG00000010343	ENSCGOT00000025634
ENSCGOG00000010343	ENSCGOT00000026022
ENSCGOG00000010343	ENSCGOT00000026129
ENSCGOG00000010343	ENSCGOT00000026167
ENSCGOG00000010343	ENSCGOT00000026206
ENSCGOG00000010343	ENSCGOT00000026263
ENSCGOG00000010344	ENSCGOT00000023211
ENSCGOG00000010345	ENSCGOT00000023212
ENSCGOG00000010345	ENSCGOT00000023215
ENSCGOG00000010346	ENSCGOT00000023241
ENSCGOG00000010346	ENSCGOT00000023255
ENSCGOG00000010346	ENSCGOT00000023259
ENSCGOG00000010346	ENSCGOT00000023263
ENSCGOG00000010346	ENSCGOT00000023266
ENSCGOG00000010347	ENSCGOT00000023218
ENSCGOG00000010348	ENSCGOT00000025971
ENSCGOG00000010348	ENSCGOT00000026500
ENSCGOG00000010348	ENSCGOT00000026525
ENSCGOG00000010348	ENSCGOT00000026688
ENSCGOG00000010348	ENSCGOT00000026795
ENSCGOG00000010348	ENSCGOT00000026851
ENSCGOG00000010348	ENSCGOT00000026854
ENSCGOG00000010348	ENSCGOT00000026855
ENSCGOG00000010348	ENSCGOT00000026953
ENSCGOG00000010349	ENSCGOT00000023227
ENSCGOG00000010350	ENSCGOT00000023230
ENSCGOG00000010351	ENSCGOT00000023232
ENSCGOG00000010352	ENSCGOT00000023236
ENSCGOG00000010352	ENSCGOT00000023238
ENSCGOG00000010353	ENSCGOT00000024186
ENSCGOG00000010353	ENSCGOT00000024237
ENSCGOG00000010353	ENSCGOT00000024239
ENSCGOG00000010353	ENSCGOT00000024273
ENSCGOG00000010353	ENSCGOT00000024297
ENSCGOG00000010353	ENSCGOT00000024320
ENSCGOG00000010353	ENSCGOT00000024328
ENSCGOG00000010354	ENSCGOT00000023437
ENSCGOG00000010354	ENSCGOT00000023441
ENSCGOG00000010354	ENSCGOT00000023468
ENSCGOG00000010354	ENSCGOT00000023471
ENSCGOG00000010354	ENSCGOT00000023496
ENSCGOG00000010355	ENSCGOT00000023252
ENSCGOG00000010355	ENSCGOT00000023258
ENSCGOG00000010356	ENSCGOT00000023253
ENSCGOG00000010356	ENSCGOT00000023257
ENSCGOG00000010356	ENSCGOT00000023264
ENSCGOG00000010357	ENSCGOT00000023250
ENSCGOG00000010358	ENSCGOT00000023251
ENSCGOG00000010359	ENSCGOT00000024805
ENSCGOG00000010359	ENSCGOT00000024809
ENSCGOG00000010359	ENSCGOT00000024815
ENSCGOG00000010359	ENSCGOT00000024872
ENSCGOG00000010360	ENSCGOT00000023254
ENSCGOG00000010361	ENSCGOT00000023262
ENSCGOG00000010362	ENSCGOT00000023277
ENSCGOG00000010362	ENSCGOT00000023288
ENSCGOG00000010362	ENSCGOT00000023291
ENSCGOG00000010362	ENSCGOT00000023294
ENSCGOG00000010363	ENSCGOT00000023267
ENSCGOG00000010363	ENSCGOT00000023268
ENSCGOG00000010364	ENSCGOT00000023270
ENSCGOG00000010365	ENSCGOT00000023272
ENSCGOG00000010366	ENSCGOT00000023274
ENSCGOG00000010366	ENSCGOT00000023276
ENSCGOG00000010366	ENSCGOT00000023281
ENSCGOG00000010367	ENSCGOT00000023273
ENSCGOG00000010368	ENSCGOT00000023275
ENSCGOG00000010369	ENSCGOT00000023283
ENSCGOG00000010369	ENSCGOT00000023286
ENSCGOG00000010369	ENSCGOT00000023292
ENSCGOG00000010370	ENSCGOT00000023278
ENSCGOG00000010370	ENSCGOT00000023284
ENSCGOG00000010371	ENSCGOT00000023790
ENSCGOG00000010371	ENSCGOT00000023883
ENSCGOG00000010371	ENSCGOT00000023899
ENSCGOG00000010372	ENSCGOT00000023289
ENSCGOG00000010372	ENSCGOT00000023293
ENSCGOG00000010373	ENSCGOT00000023290
ENSCGOG00000010373	ENSCGOT00000023297
ENSCGOG00000010373	ENSCGOT00000023301
ENSCGOG00000010374	ENSCGOT00000023376
ENSCGOG00000010375	ENSCGOT00000023613
ENSCGOG00000010375	ENSCGOT00000023683
ENSCGOG00000010375	ENSCGOT00000023772
ENSCGOG00000010375	ENSCGOT00000023805
ENSCGOG00000010376	ENSCGOT00000023295
ENSCGOG00000010377	ENSCGOT00000023326
ENSCGOG00000010377	ENSCGOT00000023333
ENSCGOG00000010377	ENSCGOT00000023337
ENSCGOG00000010378	ENSCGOT00000023303
ENSCGOG00000010379	ENSCGOT00000023305
ENSCGOG00000010380	ENSCGOT00000032315
ENSCGOG00000010380	ENSCGOT00000032544
ENSCGOG00000010380	ENSCGOT00000032566
ENSCGOG00000010380	ENSCGOT00000032665
ENSCGOG00000010380	ENSCGOT00000032916
ENSCGOG00000010380	ENSCGOT00000032945
ENSCGOG00000010380	ENSCGOT00000033036
ENSCGOG00000010380	ENSCGOT00000033116
ENSCGOG00000010381	ENSCGOT00000023306
ENSCGOG00000010382	ENSCGOT00000023309
ENSCGOG00000010382	ENSCGOT00000023310
ENSCGOG00000010383	ENSCGOT00000023307
ENSCGOG00000010384	ENSCGOT00000023425
ENSCGOG00000010384	ENSCGOT00000023451
ENSCGOG00000010384	ENSCGOT00000023494
ENSCGOG00000010385	ENSCGOT00000023311
ENSCGOG00000010385	ENSCGOT00000023312
ENSCGOG00000010385	ENSCGOT00000023315
ENSCGOG00000010386	ENSCGOT00000025594
ENSCGOG00000010386	ENSCGOT00000025923
ENSCGOG00000010386	ENSCGOT00000025983
ENSCGOG00000010386	ENSCGOT00000026091
ENSCGOG00000010386	ENSCGOT00000026095
ENSCGOG00000010386	ENSCGOT00000026188
ENSCGOG00000010386	ENSCGOT00000026700
ENSCGOG00000010386	ENSCGOT00000026864
ENSCGOG00000010386	ENSCGOT00000026957
ENSCGOG00000010386	ENSCGOT00000027291
ENSCGOG00000010387	ENSCGOT00000023314
ENSCGOG00000010387	ENSCGOT00000023316
ENSCGOG00000010388	ENSCGOT00000023320
ENSCGOG00000010389	ENSCGOT00000023322
ENSCGOG00000010390	ENSCGOT00000023328
ENSCGOG00000010390	ENSCGOT00000023330
ENSCGOG00000010391	ENSCGOT00000023357
ENSCGOG00000010391	ENSCGOT00000023394
ENSCGOG00000010391	ENSCGOT00000023413
ENSCGOG00000010391	ENSCGOT00000023426
ENSCGOG00000010391	ENSCGOT00000023430
ENSCGOG00000010392	ENSCGOT00000024825
ENSCGOG00000010392	ENSCGOT00000024868
ENSCGOG00000010392	ENSCGOT00000024880
ENSCGOG00000010392	ENSCGOT00000024920
ENSCGOG00000010392	ENSCGOT00000024953
ENSCGOG00000010393	ENSCGOT00000023332
ENSCGOG00000010394	ENSCGOT00000023339
ENSCGOG00000010395	ENSCGOT00000023342
ENSCGOG00000010396	ENSCGOT00000023350
ENSCGOG00000010396	ENSCGOT00000023358
ENSCGOG00000010397	ENSCGOT00000023347
ENSCGOG00000010398	ENSCGOT00000023343
ENSCGOG00000010399	ENSCGOT00000023368
ENSCGOG00000010399	ENSCGOT00000023387
ENSCGOG00000010399	ENSCGOT00000023388
ENSCGOG00000010399	ENSCGOT00000023389
ENSCGOG00000010400	ENSCGOT00000023352
ENSCGOG00000010401	ENSCGOT00000023362
ENSCGOG00000010402	ENSCGOT00000023367
ENSCGOG00000010402	ENSCGOT00000023377
ENSCGOG00000010403	ENSCGOT00000023360
ENSCGOG00000010404	ENSCGOT00000023363
ENSCGOG00000010405	ENSCGOT00000023365
ENSCGOG00000010406	ENSCGOT00000023371
ENSCGOG00000010407	ENSCGOT00000023369
ENSCGOG00000010407	ENSCGOT00000023370
ENSCGOG00000010408	ENSCGOT00000023373
ENSCGOG00000010409	ENSCGOT00000023379
ENSCGOG00000010410	ENSCGOT00000026491
ENSCGOG00000010410	ENSCGOT00000026786
ENSCGOG00000010410	ENSCGOT00000026838
ENSCGOG00000010410	ENSCGOT00000026873
ENSCGOG00000010410	ENSCGOT00000026998
ENSCGOG00000010410	ENSCGOT00000027025
ENSCGOG00000010410	ENSCGOT00000027083
ENSCGOG00000010410	ENSCGOT00000027200
ENSCGOG00000010410	ENSCGOT00000027239
ENSCGOG00000010410	ENSCGOT00000027267
ENSCGOG00000010411	ENSCGOT00000023378
ENSCGOG00000010412	ENSCGOT00000023381
ENSCGOG00000010412	ENSCGOT00000023383
ENSCGOG00000010413	ENSCGOT00000023382
ENSCGOG00000010414	ENSCGOT00000023561
ENSCGOG00000010414	ENSCGOT00000023564
ENSCGOG00000010414	ENSCGOT00000023568
ENSCGOG00000010415	ENSCGOT00000029673
ENSCGOG00000010415	ENSCGOT00000029766
ENSCGOG00000010415	ENSCGOT00000029783
ENSCGOG00000010415	ENSCGOT00000029796
ENSCGOG00000010415	ENSCGOT00000030126
ENSCGOG00000010415	ENSCGOT00000030203
ENSCGOG00000010415	ENSCGOT00000030338
ENSCGOG00000010415	ENSCGOT00000030359
ENSCGOG00000010415	ENSCGOT00000030399
ENSCGOG00000010415	ENSCGOT00000030432
ENSCGOG00000010416	ENSCGOT00000023393
ENSCGOG00000010416	ENSCGOT00000023397
ENSCGOG00000010417	ENSCGOT00000023513
ENSCGOG00000010417	ENSCGOT00000023523
ENSCGOG00000010418	ENSCGOT00000023390
ENSCGOG00000010418	ENSCGOT00000023392
ENSCGOG00000010419	ENSCGOT00000023395
ENSCGOG00000010420	ENSCGOT00000023401
ENSCGOG00000010421	ENSCGOT00000023399
ENSCGOG00000010422	ENSCGOT00000023400
ENSCGOG00000010423	ENSCGOT00000023412
ENSCGOG00000010423	ENSCGOT00000023445
ENSCGOG00000010423	ENSCGOT00000023449
ENSCGOG00000010423	ENSCGOT00000023454
ENSCGOG00000010423	ENSCGOT00000023457
ENSCGOG00000010424	ENSCGOT00000023403
ENSCGOG00000010425	ENSCGOT00000023402
ENSCGOG00000010426	ENSCGOT00000023405
ENSCGOG00000010427	ENSCGOT00000023407
ENSCGOG00000010428	ENSCGOT00000023409
ENSCGOG00000010429	ENSCGOT00000023411
ENSCGOG00000010430	ENSCGOT00000023433
ENSCGOG00000010430	ENSCGOT00000023434
ENSCGOG00000010431	ENSCGOT00000023417
ENSCGOG00000010432	ENSCGOT00000023420
ENSCGOG00000010433	ENSCGOT00000023811
ENSCGOG00000010433	ENSCGOT00000023829
ENSCGOG00000010433	ENSCGOT00000023860
ENSCGOG00000010433	ENSCGOT00000023865
ENSCGOG00000010433	ENSCGOT00000023881
ENSCGOG00000010433	ENSCGOT00000023902
ENSCGOG00000010434	ENSCGOT00000023421
ENSCGOG00000010434	ENSCGOT00000023422
ENSCGOG00000010435	ENSCGOT00000023427
ENSCGOG00000010436	ENSCGOT00000023428
ENSCGOG00000010437	ENSCGOT00000023432
ENSCGOG00000010438	ENSCGOT00000023431
ENSCGOG00000010439	ENSCGOT00000023436
ENSCGOG00000010439	ENSCGOT00000023440
ENSCGOG00000010439	ENSCGOT00000023443
ENSCGOG00000010439	ENSCGOT00000023448
ENSCGOG00000010439	ENSCGOT00000023461
ENSCGOG00000010440	ENSCGOT00000023460
ENSCGOG00000010440	ENSCGOT00000023625
ENSCGOG00000010440	ENSCGOT00000023688
ENSCGOG00000010440	ENSCGOT00000023697
ENSCGOG00000010441	ENSCGOT00000023446
ENSCGOG00000010442	ENSCGOT00000023661
ENSCGOG00000010442	ENSCGOT00000023682
ENSCGOG00000010442	ENSCGOT00000023689
ENSCGOG00000010442	ENSCGOT00000023693
ENSCGOG00000010443	ENSCGOT00000023452
ENSCGOG00000010444	ENSCGOT00000023536
ENSCGOG00000010444	ENSCGOT00000024213
ENSCGOG00000010444	ENSCGOT00000024410
ENSCGOG00000010444	ENSCGOT00000024486
ENSCGOG00000010444	ENSCGOT00000024493
ENSCGOG00000010444	ENSCGOT00000024591
ENSCGOG00000010444	ENSCGOT00000024684
ENSCGOG00000010444	ENSCGOT00000024724
ENSCGOG00000010445	ENSCGOT00000023459
ENSCGOG00000010446	ENSCGOT00000023462
ENSCGOG00000010446	ENSCGOT00000023465
ENSCGOG00000010447	ENSCGOT00000023466
ENSCGOG00000010447	ENSCGOT00000023470
ENSCGOG00000010448	ENSCGOT00000023473
ENSCGOG00000010449	ENSCGOT00000023467
ENSCGOG00000010450	ENSCGOT00000023469
ENSCGOG00000010451	ENSCGOT00000023475
ENSCGOG00000010452	ENSCGOT00000023474
ENSCGOG00000010452	ENSCGOT00000023477
ENSCGOG00000010452	ENSCGOT00000023482
ENSCGOG00000010453	ENSCGOT00000023479
ENSCGOG00000010454	ENSCGOT00000023485
ENSCGOG00000010455	ENSCGOT00000023486
ENSCGOG00000010456	ENSCGOT00000026332
ENSCGOG00000010456	ENSCGOT00000026656
ENSCGOG00000010456	ENSCGOT00000026885
ENSCGOG00000010456	ENSCGOT00000026986
ENSCGOG00000010456	ENSCGOT00000027004
ENSCGOG00000010456	ENSCGOT00000027007
ENSCGOG00000010456	ENSCGOT00000027024
ENSCGOG00000010456	ENSCGOT00000027033
ENSCGOG00000010457	ENSCGOT00000023510
ENSCGOG00000010457	ENSCGOT00000023557
ENSCGOG00000010457	ENSCGOT00000023565
ENSCGOG00000010458	ENSCGOT00000023643
ENSCGOG00000010458	ENSCGOT00000023705
ENSCGOG00000010458	ENSCGOT00000023729
ENSCGOG00000010459	ENSCGOT00000023487
ENSCGOG00000010459	ENSCGOT00000023491
ENSCGOG00000010460	ENSCGOT00000023488
ENSCGOG00000010461	ENSCGOT00000023495
ENSCGOG00000010462	ENSCGOT00000023507
ENSCGOG00000010462	ENSCGOT00000023525
ENSCGOG00000010463	ENSCGOT00000023502
ENSCGOG00000010463	ENSCGOT00000023505
ENSCGOG00000010464	ENSCGOT00000023498
ENSCGOG00000010464	ENSCGOT00000023499
ENSCGOG00000010464	ENSCGOT00000023503
ENSCGOG00000010464	ENSCGOT00000023504
ENSCGOG00000010465	ENSCGOT00000023527
ENSCGOG00000010466	ENSCGOT00000023678
ENSCGOG00000010466	ENSCGOT00000023778
ENSCGOG00000010466	ENSCGOT00000023780
ENSCGOG00000010466	ENSCGOT00000023787
ENSCGOG00000010466	ENSCGOT00000023798
ENSCGOG00000010467	ENSCGOT00000023506
ENSCGOG00000010467	ENSCGOT00000023508
ENSCGOG00000010467	ENSCGOT00000023511
ENSCGOG00000010468	ENSCGOT00000023512
ENSCGOG00000010468	ENSCGOT00000023515
ENSCGOG00000010468	ENSCGOT00000023520
ENSCGOG00000010469	ENSCGOT00000023543
ENSCGOG00000010469	ENSCGOT00000023545
ENSCGOG00000010470	ENSCGOT00000023528
ENSCGOG00000010471	ENSCGOT00000023521
ENSCGOG00000010472	ENSCGOT00000027147
ENSCGOG00000010472	ENSCGOT00000027153
ENSCGOG00000010472	ENSCGOT00000027440
ENSCGOG00000010472	ENSCGOT00000027460
ENSCGOG00000010472	ENSCGOT00000027817
ENSCGOG00000010472	ENSCGOT00000027853
ENSCGOG00000010472	ENSCGOT00000027868
ENSCGOG00000010472	ENSCGOT00000027993
ENSCGOG00000010472	ENSCGOT00000028048
ENSCGOG00000010473	ENSCGOT00000023537
ENSCGOG00000010474	ENSCGOT00000023531
ENSCGOG00000010475	ENSCGOT00000023532
ENSCGOG00000010476	ENSCGOT00000023533
ENSCGOG00000010477	ENSCGOT00000023541
ENSCGOG00000010478	ENSCGOT00000023679
ENSCGOG00000010478	ENSCGOT00000023686
ENSCGOG00000010478	ENSCGOT00000023700
ENSCGOG00000010479	ENSCGOT00000023677
ENSCGOG00000010479	ENSCGOT00000023714
ENSCGOG00000010479	ENSCGOT00000023747
ENSCGOG00000010479	ENSCGOT00000023749
ENSCGOG00000010479	ENSCGOT00000023762
ENSCGOG00000010480	ENSCGOT00000023647
ENSCGOG00000010480	ENSCGOT00000023681
ENSCGOG00000010480	ENSCGOT00000023696
ENSCGOG00000010481	ENSCGOT00000023797
ENSCGOG00000010481	ENSCGOT00000023826
ENSCGOG00000010482	ENSCGOT00000024085
ENSCGOG00000010482	ENSCGOT00000024092
ENSCGOG00000010482	ENSCGOT00000024096
ENSCGOG00000010482	ENSCGOT00000024102
ENSCGOG00000010482	ENSCGOT00000024107
ENSCGOG00000010483	ENSCGOT00000023544
ENSCGOG00000010484	ENSCGOT00000023548
ENSCGOG00000010485	ENSCGOT00000023549
ENSCGOG00000010486	ENSCGOT00000023601
ENSCGOG00000010487	ENSCGOT00000023836
ENSCGOG00000010488	ENSCGOT00000023578
ENSCGOG00000010488	ENSCGOT00000023591
ENSCGOG00000010489	ENSCGOT00000023560
ENSCGOG00000010489	ENSCGOT00000023563
ENSCGOG00000010489	ENSCGOT00000023788
ENSCGOG00000010489	ENSCGOT00000023789
ENSCGOG00000010489	ENSCGOT00000023821
ENSCGOG00000010489	ENSCGOT00000023972
ENSCGOG00000010489	ENSCGOT00000023973
ENSCGOG00000010489	ENSCGOT00000024029
ENSCGOG00000010490	ENSCGOT00000025070
ENSCGOG00000010490	ENSCGOT00000025084
ENSCGOG00000010490	ENSCGOT00000025114
ENSCGOG00000010490	ENSCGOT00000025195
ENSCGOG00000010490	ENSCGOT00000025202
ENSCGOG00000010490	ENSCGOT00000025230
ENSCGOG00000010490	ENSCGOT00000025256
ENSCGOG00000010490	ENSCGOT00000025268
ENSCGOG00000010490	ENSCGOT00000025273
ENSCGOG00000010491	ENSCGOT00000023596
ENSCGOG00000010491	ENSCGOT00000023652
ENSCGOG00000010492	ENSCGOT00000023574
ENSCGOG00000010493	ENSCGOT00000023979
ENSCGOG00000010493	ENSCGOT00000024003
ENSCGOG00000010493	ENSCGOT00000024007
ENSCGOG00000010494	ENSCGOT00000023575
ENSCGOG00000010495	ENSCGOT00000023576
ENSCGOG00000010496	ENSCGOT00000023936
ENSCGOG00000010496	ENSCGOT00000023985
ENSCGOG00000010496	ENSCGOT00000024001
ENSCGOG00000010497	ENSCGOT00000023592
ENSCGOG00000010498	ENSCGOT00000032796
ENSCGOG00000010498	ENSCGOT00000032925
ENSCGOG00000010498	ENSCGOT00000033014
ENSCGOG00000010498	ENSCGOT00000033063
ENSCGOG00000010498	ENSCGOT00000033124
ENSCGOG00000010498	ENSCGOT00000033230
ENSCGOG00000010498	ENSCGOT00000033244
ENSCGOG00000010498	ENSCGOT00000033299
ENSCGOG00000010498	ENSCGOT00000033379
ENSCGOG00000010498	ENSCGOT00000033383
ENSCGOG00000010499	ENSCGOT00000023594
ENSCGOG00000010500	ENSCGOT00000023597
ENSCGOG00000010501	ENSCGOT00000023603
ENSCGOG00000010502	ENSCGOT00000023604
ENSCGOG00000010503	ENSCGOT00000023605
ENSCGOG00000010504	ENSCGOT00000023606
ENSCGOG00000010504	ENSCGOT00000023608
ENSCGOG00000010504	ENSCGOT00000023611
ENSCGOG00000010505	ENSCGOT00000023610
ENSCGOG00000010506	ENSCGOT00000024973
ENSCGOG00000010506	ENSCGOT00000024979
ENSCGOG00000010506	ENSCGOT00000025011
ENSCGOG00000010506	ENSCGOT00000025038
ENSCGOG00000010506	ENSCGOT00000025044
ENSCGOG00000010506	ENSCGOT00000025078
ENSCGOG00000010506	ENSCGOT00000025154
ENSCGOG00000010507	ENSCGOT00000023612
ENSCGOG00000010508	ENSCGOT00000023616
ENSCGOG00000010508	ENSCGOT00000023619
ENSCGOG00000010509	ENSCGOT00000023624
ENSCGOG00000010510	ENSCGOT00000023618
ENSCGOG00000010511	ENSCGOT00000023620
ENSCGOG00000010512	ENSCGOT00000023622
ENSCGOG00000010512	ENSCGOT00000023627
ENSCGOG00000010513	ENSCGOT00000023630
ENSCGOG00000010514	ENSCGOT00000023631
ENSCGOG00000010515	ENSCGOT00000023794
ENSCGOG00000010515	ENSCGOT00000023843
ENSCGOG00000010515	ENSCGOT00000023928
ENSCGOG00000010515	ENSCGOT00000023939
ENSCGOG00000010515	ENSCGOT00000023958
ENSCGOG00000010515	ENSCGOT00000023959
ENSCGOG00000010516	ENSCGOT00000023632
ENSCGOG00000010517	ENSCGOT00000023640
ENSCGOG00000010518	ENSCGOT00000023642
ENSCGOG00000010519	ENSCGOT00000023949
ENSCGOG00000010519	ENSCGOT00000023986
ENSCGOG00000010519	ENSCGOT00000023997
ENSCGOG00000010520	ENSCGOT00000023641
ENSCGOG00000010521	ENSCGOT00000023648
ENSCGOG00000010522	ENSCGOT00000023645
ENSCGOG00000010523	ENSCGOT00000023644
ENSCGOG00000010524	ENSCGOT00000023651
ENSCGOG00000010524	ENSCGOT00000023654
ENSCGOG00000010525	ENSCGOT00000023655
ENSCGOG00000010526	ENSCGOT00000023664
ENSCGOG00000010527	ENSCGOT00000023657
ENSCGOG00000010528	ENSCGOT00000023656
ENSCGOG00000010529	ENSCGOT00000023658
ENSCGOG00000010530	ENSCGOT00000023663
ENSCGOG00000010531	ENSCGOT00000023665
ENSCGOG00000010532	ENSCGOT00000023667
ENSCGOG00000010533	ENSCGOT00000023672
ENSCGOG00000010534	ENSCGOT00000023670
ENSCGOG00000010535	ENSCGOT00000023673
ENSCGOG00000010536	ENSCGOT00000023671
ENSCGOG00000010537	ENSCGOT00000023674
